name,nickname,wins,losses,draws,height,weight,reach,stance,dOB,sig_strikes_landed_per_min,sig_striking_accuracy_%,sig_strike_absorbed_per_min,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent),takedown_average(average_takedown_landed_per_fifteen_min),takedown_accuracy_%,takedown_defense(%_of_opponent_takedown_not_landed),sub_average(average_subs_attempted_per_15_mins)
Ken Stone,,11,4,0,"5' 8""",135 lbs.,"71""",Southpaw,8-Oct-82,3.85,49%,2.9,48%,1.24,33%,60%,0.6
Ryan Stonitsch,,8,1,0,"5' 9""",170 lbs.,--,Southpaw,3-Feb-77,2.53,36%,2.53,71%,0,0%,0%,0
George Stork,,7,9,0,"5' 10""",185 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Rick Story,The Horror,19,9,0,"5' 9""",170 lbs.,"71""",Southpaw,28-Aug-84,3.8,41%,2.17,62%,2.53,48%,63%,0.9
Darko Stosic,,13,4,0,"6' 0""",205 lbs.,"76""",Orthodox,9-Feb-92,2.61,45%,4.04,58%,3.42,50%,83%,0
Greg Stott,Ranger,0,1,0,"5' 7""",220 lbs.,--,Southpaw,--,0,0%,0,0%,0,0%,0%,0
Curtis Stout,,11,12,1,"6' 1""",185 lbs.,--,Southpaw,7-Nov-73,0.69,67%,3.2,29%,0,0%,20%,0
Sam Stout,Hands of Stone,20,12,1,"5' 9""",155 lbs.,"70""",Orthodox,23-Apr-84,4.17,28%,4.08,57%,0.63,38%,77%,0.1
Tim Stout,,12,10,0,"5' 11""",185 lbs.,--,,9-Feb-79,0,0%,0,0%,0,0%,0%,0
Jesse Strader,Sui Generis,5,3,0,"5' 7""",135 lbs.,"70""",Orthodox,29-May-91,5.03,51%,5.28,47%,3.87,57%,100%,0
Gennaro Strangis,,0,1,0,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
Dave Strasser,,25,8,0,"5' 10""",170 lbs.,--,Orthodox,13-Jul-69,3.04,45%,1.88,59%,0.72,33%,33%,0
Daniel Straus,,24,7,0 (1 NC),"5' 7""",145 lbs.,"71""",,27-Jul-84,4.76,43%,2.99,57%,0.84,15%,81%,1.1
Gerald Strebendt,The Finishing Machine,9,7,0,"5' 9""",155 lbs.,--,Orthodox,1-Mar-79,0,0%,4,38%,0,0%,0%,16.4
Sean Strickland,,28,6,0,"6' 1""",185 lbs.,"76""",Orthodox,27-Feb-91,5.91,41%,4.33,62%,0.85,64%,77%,0.2
Mark Striegl,Mugen,18,4,0 (1 NC),"5' 8""",145 lbs.,"70""",Southpaw,23-Jun-88,1.4,45%,4.07,40%,0,0%,66%,0
Hans Stringer,,22,8,3,"6' 3""",205 lbs.,--,Orthodox,6-Jul-87,3.16,61%,2.84,41%,2.4,36%,62%,0
Stefan Struve,Skyscraper,33,13,0,"6' 11""",265 lbs.,"84""",Orthodox,18-Feb-88,3.12,47%,4.04,46%,0.56,46%,55%,1.7
Josh Stuart,,1,4,0,"5' 9""",160 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Mike Stumpf,,11,4,0,"5' 10""",170 lbs.,--,,1-Aug-86,3.34,43%,8.85,47%,1.59,25%,33%,0.8
Kyle Sturgeon,,0,1,0,"6' 3""",225 lbs.,--,Switch,--,0,0%,0,0%,0,0%,0%,0
Tatiana Suarez,,11,0,0,"5' 5""",115 lbs.,"66""",Southpaw,19-Dec-90,4.27,63%,1.38,51%,6.2,61%,100%,0.9
Masanori Suda,,22,11,3,"5' 9""",183 lbs.,--,Orthodox,--,1.8,50%,1.2,63%,0,0%,60%,0
Genki Sudo,Neo-Samurai,15,4,2,"5' 9""",155 lbs.,--,Orthodox,8-Mar-78,1.55,39%,2.23,33%,3.58,60%,50%,4.2
Lucasz Sudolski,,8,1,0,"6' 4""",205 lbs.,"75""",Orthodox,15-Jun-93,5.7,67%,4.89,28%,0,0%,100%,0
Daisuke Sugie,Amazon,10,8,1,"5' 6""",160 lbs.,--,Orthodox,--,0,0%,0.22,80%,3.27,50%,0%,3.3
Takashi Sugiura,,1,3,0,"5' 11""",225 lbs.,--,Southpaw,31-May-70,1.37,40%,2.08,53%,1.33,66%,0%,0
Naho Sugiyuma,Sugi Rock,12,5,0,"5' 1""",105 lbs.,--,,3-Feb-78,2.59,48%,2.45,71%,2.05,100%,66%,0
George Sullivan,The Silencer,17,7,0 (1 NC),"6' 0""",170 lbs.,"73""",Orthodox,13-Mar-81,3.53,39%,2.42,57%,1.37,20%,38%,0.7
Amar Suloev,,24,7,0,"5' 9""",183 lbs.,--,Orthodox,1-Jul-76,1.98,37%,2.19,70%,0.27,100%,88%,0.3
Magomed Sultanakhmedov,,18,6,0,"6' 2""",185 lbs.,--,Southpaw,--,0,0%,2.4,42%,9,100%,0%,9
Justin Sumter,,7,3,0,"6' 2""",185 lbs.,"80""",Southpaw,16-Nov-89,2.68,48%,7.64,34%,2.87,100%,0%,0
Sumudaerji,The Tibetan Eagle,16,6,0,"5' 8""",125 lbs.,"72""",Southpaw,20-Jan-96,4.64,54%,2.73,61%,0.29,100%,66%,0.6
Kyu Sung Kim,,12,5,0,--,125 lbs.,--,,5-Nov-92,0,0%,0,0%,0,0%,0%,0
Rama Supandhi,Hellboy,8,4,0,"5' 5""",125 lbs.,"66""",Southpaw,7-Nov-91,2.2,42%,3.53,48%,1,11%,0%,0
Aji Susilo,,6,4,0,"5' 10""",155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Jason Suttie,Nobunaga,0,1,0,"6' 0""",210 lbs.,--,Orthodox,7-Aug-73,2.07,83%,4.97,36%,0,0%,0%,0
Joel Sutton,,2,4,1,"5' 11""",205 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
Chad Sutton,,2,2,0,"6' 1""",185 lbs.,--,,7-Aug-82,0,0%,0,0%,0,0%,0%,0
Danilo Suzart,,9,2,0,"6' 0""",260 lbs.,--,Orthodox,4-Dec-91,4.09,55%,11.73,51%,0,0%,0%,0
Martin Svensson,,15,6,0,"6' 1""",155 lbs.,--,,25-Apr-85,2.02,38%,5.91,38%,0,0%,0%,0
Daniel Swain,,20,10,1,"5' 9""",145 lbs.,"70""",Orthodox,30-Jan-91,0.8,44%,3.2,40%,0,0%,0%,6
Cub Swanson,,29,13,0,"5' 8""",145 lbs.,"70""",Orthodox,2-Nov-83,4.7,50%,3.84,59%,1.09,52%,61%,0.4
Mike Swick,Quick,15,6,0,"6' 1""",170 lbs.,"77""",Orthodox,19-Jun-79,2.36,37%,2.29,54%,1.06,50%,61%,0.6
Floyd Sword,,12,3,0,"6' 0""",185 lbs.,--,Orthodox,24-Aug-76,0.78,42%,1.57,40%,0,0%,33%,0
Oumar Sy,,6,0,0,--,205 lbs.,--,,21-Nov-95,0,0%,0,0%,0,0%,0%,0
Bentley Syler,Bolivia,5,1,0,"5' 4""",125 lbs.,--,Orthodox,22-Dec-82,1.3,18%,1.73,79%,0,0%,75%,0
Kevin Syler,El Nino Bala,10,1,0,"5' 9""",155 lbs.,"71""",Switch,29-Jul-93,5.6,69%,4.03,48%,1,40%,77%,2
Leo Sylvest,Lethal,10,16,0,"5' 11""",205 lbs.,--,Orthodox,3-Sep-73,0,0%,6.58,27%,0,0%,0%,0
Tony Sylvester,,11,3,0,"6' 1""",225 lbs.,--,Southpaw,27-Jan-78,0,0%,10.12,12%,0,0%,0%,0
Tim Sylvia,The Maine-iac,31,10,0 (1 NC),"6' 8""",265 lbs.,"80""",Orthodox,5-Mar-76,4.23,41%,2.61,61%,0.11,100%,75%,0.1
Kevin Szaflarski,,11,2,0,"6' 5""",260 lbs.,"77""",Orthodox,30-Dec-94,1.13,28%,8.07,30%,0,0%,0%,0
Osamu Tachihikari,,0,4,0,"6' 5""",300 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
Amber Tackett,,1,3,0,--,115 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Eugenio Tadeu,,2,3,0 (1 NC),"5' 8""",160 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
Justin Tafa,Bad Man,7,3,0 (1 NC),"6' 0""",264 lbs.,"74""",Southpaw,13-Dec-93,5.13,55%,5.93,49%,0,0%,100%,0
Junior Tafa,The Juggernaut,5,1,0,"6' 3""",240 lbs.,"75""",Orthodox,21-Sep-96,1.83,40%,0.55,76%,0,0%,84%,0
Khalid Taha,The Warrior,13,5,0 (1 NC),"5' 5""",135 lbs.,"69""",Orthodox,15-Feb-92,2.64,32%,4.12,46%,0,0%,61%,0.2
Joe Taimanglo,The Juggernaut,23,7,1,"5' 4""",135 lbs.,--,,27-Jun-84,4.18,42%,4.55,59%,5.45,40%,100%,1.4
Tatsuro Taira,,15,0,0,"5' 7""",125 lbs.,"70""",Orthodox,27-Jan-00,3.51,71%,1.15,47%,2.12,41%,71%,2.4
Mairbek Taisumov,Beckan,27,6,0,"5' 9""",155 lbs.,"73""",Orthodox,8-Aug-88,2.98,39%,3.03,64%,1.34,63%,88%,0
Nobuhiko Takada,,2,6,2,"6' 0""",220 lbs.,--,Southpaw,12-Apr-62,0.31,24%,1.92,39%,1.15,20%,0%,0
Yoshiki Takahashi,Kazuo,30,27,3 (1 NC),"5' 11""",199 lbs.,--,Southpaw,13-Mar-69,2.26,51%,6.47,44%,0,0%,66%,2.3
Yoko Takahashi,,15,12,2,"5' 8""",150 lbs.,--,,20-Apr-73,5.11,54%,8.78,48%,0,0%,0%,0
Daiju Takase,,12,15,2,"6' 0""",170 lbs.,--,Southpaw,20-Apr-78,0.49,30%,1.64,47%,0.84,17%,21%,1.2
Hiroyuki Takaya,Streetfight Bancho,21,14,2,"5' 6""",139 lbs.,--,Orthodox,10-Jun-77,3.18,33%,3.16,60%,0.9,45%,66%,0
Yoshihiro Takayama,,1,4,0,"6' 5""",280 lbs.,--,Orthodox,19-Sep-68,3.4,54%,5.69,29%,0.67,33%,55%,0
Makoto Takimoto,,6,5,0,"5' 7""",205 lbs.,--,Southpaw,8-Dec-79,1.37,39%,1.71,55%,1.48,50%,25%,1.1
Oleg Taktarov,The Russian Bear,17,5,2,"6' 0""",210 lbs.,--,Orthodox,26-Aug-67,0,0%,0,0%,0,0%,0%,0
Payton Talbott,,7,0,0,"5' 10""",135 lbs.,"70""",Switch,9-Sep-98,6.66,51%,3.12,51%,0,0%,88%,0.6
Nordine Taleb,,15,7,0,"6' 1""",170 lbs.,"74""",Orthodox,10-Jun-81,3.66,51%,2.62,66%,1.94,76%,73%,0
Murtaza Talha,,6,1,0,"6' 0""",205 lbs.,"74""",Orthodox,10-Jul-96,4.91,58%,8.29,30%,0,0%,100%,0
Tsuyoshi Tamakairiki,,0,3,0,"6' 0""",220 lbs.,--,Orthodox,--,0,0%,26.67,50%,0,0%,0%,0
Eli Tamez,Tomahawk,10,0,0,"5' 7""",135 lbs.,--,,22-Aug-85,0,0%,0,0%,0,0%,0%,0
Kiyoshi Tamura,,32,13,3,"5' 11""",185 lbs.,--,Southpaw,17-Dec-69,2.44,53%,1.44,60%,0.58,60%,45%,0.2
Akitoshi Tamura,The Ironman,21,18,2,"5' 9""",135 lbs.,"70""",Orthodox,31-May-80,3.73,43%,1.94,78%,0,0%,20%,1
Issei Tamura,,10,8,0,"5' 5""",135 lbs.,"63""",Orthodox,12-Mar-84,1.89,53%,4.58,44%,0.92,25%,33%,0
Jason Tan,,5,3,0,"5' 10""",170 lbs.,--,Orthodox,17-Dec-81,0.69,29%,7.37,18%,0,0%,0%,0
Akihito Tanaka,Kinniku Mantaro,2,2,0,--,--,--,Southpaw,--,0.19,50%,2.05,38%,5.59,66%,0%,0
Michinori Tanaka,,11,3,0,"5' 5""",135 lbs.,"67""",Orthodox,4-Oct-90,1.97,37%,1.99,50%,2.4,38%,43%,0.2
Evan Tanner,,32,8,0,"6' 0""",185 lbs.,"74""",Orthodox,11-Feb-71,3.05,59%,2.64,56%,2.55,43%,25%,1.3
Kasey Tanner,,6,1,0,"5' 7""",135 lbs.,"69""",Orthodox,11-Jan-92,6.6,50%,6.67,63%,2,33%,0%,0
Manny Tapia,The Mangler,12,14,1,"5' 5""",135 lbs.,"67""",Orthodox,14-Mar-81,2.69,21%,4.74,58%,0.49,40%,66%,0.2
Gary Tapusoa,,8,3,0,"5' 7""",185 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Miesha Tate,Cupcake,20,9,0,"5' 6""",135 lbs.,"65""",Orthodox,18-Aug-86,2.62,45%,2.98,51%,2.02,31%,55%,1.3
Deividas Taurosevicius,,17,5,0,"5' 9""",145 lbs.,"68""",Southpaw,28-Aug-77,2.13,43%,1.82,59%,2,28%,50%,0.3
Thiago Tavares,,21,7,1,"5' 7""",145 lbs.,"70""",Orthodox,8-Nov-84,2,40%,2.31,62%,3.83,42%,62%,1.5
Jeremy Tavares,,1,6,0,--,135 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Brad Tavares,,20,9,0,"6' 1""",185 lbs.,"74""",Orthodox,21-Dec-87,3.38,43%,3.03,56%,0.81,26%,82%,0
Ramon Taveras,The Savage,10,2,0,"5' 8""",135 lbs.,"70""",Southpaw,9-Jan-94,4.63,45%,5.41,65%,0,0%,100%,0
Paul Taylor,Relentless,11,6,1 (1 NC),"6' 0""",155 lbs.,"72""",Orthodox,15-Dec-79,4.44,47%,4.47,55%,0.27,25%,56%,0.5
Jesse Taylor,JT Money,31,15,0,"6' 0""",170 lbs.,"73""",Orthodox,2-Jan-83,1.94,65%,0.55,38%,7.28,50%,100%,3.1
Torrance Taylor,,13,8,1,"5' 7""",155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Louis Taylor,Handgunz,13,4,0,"5' 11""",185 lbs.,--,Orthodox,12-May-79,2.06,32%,1.24,68%,2.48,28%,100%,0
Anthony Taylor,Pretty Boy,1,3,0,"5' 7""",145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Danielle Taylor,Dynamite,9,4,0,"5' 0""",115 lbs.,"60""",Orthodox,25-Oct-89,2.75,29%,3.31,71%,0.2,20%,70%,0.2
J.T Taylor,The Outlaw,7,7,0,"5' 10""",--,--,,--,3.17,80%,3.7,26%,3.96,100%,0%,7.9
James Te Huna,,16,9,0,"6' 2""",185 lbs.,"75""",Orthodox,29-Sep-81,4.04,51%,2.99,62%,2.75,37%,58%,0.2
Shawn Teed,,5,2,0,"6' 5""",265 lbs.,--,Orthodox,13-Feb-92,1.4,42%,13.31,21%,0,0%,0%,0
Glover Teixeira,,33,9,0,"6' 2""",205 lbs.,"76""",Orthodox,28-Oct-79,3.73,49%,4.43,51%,2.11,33%,60%,0.9
John Teixeira,Macapa,21,2,2,"5' 7""",145 lbs.,--,Orthodox,18-Nov-86,3.36,35%,3.2,63%,1,27%,71%,0.7
Ewerton Teixeira,,3,1,0,"6' 1""",242 lbs.,--,,13-Feb-82,2,39%,3.22,35%,0,0%,33%,0
Tra Telligman,Trauma,7,5,1,"6' 2""",233 lbs.,--,Orthodox,7-Feb-65,1.83,35%,3.02,56%,0.87,100%,80%,0
Taneisha Tennant,Triple Threat,5,1,0,"5' 7""",145 lbs.,"70""",Orthodox,15-Jun-89,5.67,55%,3.4,71%,0,0%,100%,0
Herman Terrado,,15,3,1,--,170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Dave Terrel,The Bionic,7,7,0,"5' 8""",170 lbs.,--,Southpaw,10-May-78,2.62,43%,2.8,48%,3.28,38%,100%,0
David Terrell,The Soul Assassin,6,2,0,"6' 1""",185 lbs.,--,Southpaw,9-Jan-78,2.34,63%,2.71,37%,5.54,50%,0%,5.5
James Terry,Intensity,19,9,0,"5' 10""",170 lbs.,--,Orthodox,16-Mar-81,3.23,32%,4.77,64%,3.31,36%,75%,0
Jeff Terry,,2,3,0,"6' 2""",205 lbs.,--,,--,1.09,50%,9.27,19%,0,0%,100%,0
David Teymur,,8,2,0,"5' 9""",155 lbs.,"73""",Southpaw,1-May-89,4.69,43%,3.53,55%,0.94,33%,77%,0
Daniel Teymur,Kid Dynamite,7,4,0,"5' 5""",145 lbs.,"69""",Orthodox,3-Feb-88,3.08,46%,3.93,56%,0.56,18%,60%,0.3
Motonobu Tezuka,,28,12,7,"5' 7""",135 lbs.,--,Southpaw,29-Aug-87,0.87,23%,2.8,51%,1.5,11%,0%,0.5
Jason Thacker,,0,1,0,"5' 10""",185 lbs.,--,Orthodox,18-Aug-75,0.63,33%,17.05,32%,0,0%,0%,0
Brandon Thatch,Rukus,11,5,0,"6' 2""",170 lbs.,"74""",Switch,11-Jul-85,2.7,42%,3.63,52%,1.36,66%,50%,0.7
Elias Theodorou,The Spartan,16,3,0,"6' 1""",185 lbs.,"75""",Orthodox,31-May-88,4.19,42%,2.39,53%,1.27,28%,59%,0
Nik Theotikos,,6,2,0,--,185 lbs.,--,Orthodox,--,0,0%,5.48,19%,0,0%,0%,4.8
Paulo Thiago,,18,9,0,"5' 11""",170 lbs.,"74""",Orthodox,25-Jan-81,1.71,39%,1.99,63%,1.42,31%,63%,1.2
Din Thomas,Dinyero,26,9,0 (1 NC),"5' 9""",155 lbs.,--,Orthodox,28-Sep-76,1.85,37%,2.6,59%,1.38,52%,76%,1.2
Ryan Thomas,The Tank Engine,20,8,0,"6' 0""",170 lbs.,--,Orthodox,5-Nov-84,2.01,36%,4.17,30%,5.59,33%,0%,2.2
Noah Thomas,,14,7,0,"5' 9""",135 lbs.,--,Orthodox,27-Mar-81,0.44,13%,4.99,33%,0,0%,0%,1.3
Joel Thomas,The NIce Guy,5,2,0,"5' 10""",170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Treston Thomison,,10,6,0,"5' 8""",145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Nick Thompson,The Goat,38,14,1,"6' 1""",170 lbs.,"74""",Orthodox,23-Jun-81,1.87,42%,1.8,49%,1.06,100%,35%,2.6
James Thompson,The Colossus,20,16,0 (1 NC),"6' 5""",265 lbs.,--,Orthodox,16-Dec-78,5.13,52%,3.19,41%,3.14,36%,53%,1.3
Oli Thompson,,17,10,0,"6' 1""",242 lbs.,--,Orthodox,2-Jan-80,1.66,46%,5.31,46%,0,0%,50%,0.5
Stephen Thompson,Wonderboy,17,7,1,"6' 0""",170 lbs.,"75""",Orthodox,11-Feb-83,4.11,46%,3.03,54%,0.26,41%,65%,0
Josh Thomson,The Punk,22,9,0 (1 NC),"5' 10""",155 lbs.,"71""",Orthodox,21-Sep-78,2.59,47%,2.12,64%,1.92,39%,54%,1.3
Simeon Thoresen,The Grin,17,6,1,"6' 1""",170 lbs.,"79""",Orthodox,14-Mar-84,3.85,43%,3.85,64%,1.12,40%,50%,1.7
Josh Thornburg,,8,8,0,"6' 0""",170 lbs.,--,,24-May-84,1.2,50%,3.13,38%,2,66%,42%,2
Gleison Tibau,,33,14,0,"5' 10""",155 lbs.,"71""",Southpaw,7-Oct-83,1.95,31%,2.51,63%,4.08,53%,92%,0.8
Chris Tickle,BadBoy,9,9,0,"5' 9""",155 lbs.,--,,1-Feb-82,1.07,40%,1.13,43%,1,25%,20%,2
Nolan Ticman,,4,3,0,"5' 6""",125 lbs.,--,Orthodox,17-May-88,2.57,47%,2.53,67%,0,0%,60%,0
Darren Till,The Gorilla,18,5,1,"6' 0""",185 lbs.,"74""",Southpaw,24-Dec-92,2.3,46%,3.31,56%,0.55,46%,69%,0
Brett Tillis,,0,0,0,--,145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Denis Tiuliulin,,10,9,0 (1 NC),"6' 1""",185 lbs.,"77""",Orthodox,17-May-88,4.5,41%,6.15,36%,0,0%,73%,0
Ryan Tobar,,3,3,0,--,155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Andrew Todhunter,The Sniper,8,0,0,"6' 0""",185 lbs.,--,Switch,30-Nov-87,0,0%,0,0%,0,0%,0%,0
Dusko Todorovic,Thunder,12,4,0,"6' 1""",185 lbs.,"74""",Orthodox,19-May-94,5.54,57%,4.55,46%,0.96,12%,45%,0
Tuco Tokkos,,7,3,0,"6' 4""",205 lbs.,"75""",Orthodox,30-Jun-90,5.57,40%,8.86,43%,3.8,100%,0%,0
Hideo Tokoro,,34,29,2,"5' 7""",135 lbs.,--,Orthodox,22-Aug-77,1.78,37%,2.01,65%,0.87,34%,44%,2.3
Anatoly Tokov,,25,2,0,"5' 10""",185 lbs.,--,,17-Feb-90,3.51,72%,0.54,66%,2.03,100%,100%,0
Kazuki Tokudome,,18,7,1,"5' 11""",155 lbs.,"73""",Southpaw,4-Mar-87,2.26,41%,3.63,53%,2,38%,78%,0
Puja Tomar,The Cyclone,8,4,0,--,115 lbs.,--,,5-Dec-93,0,0%,0,0%,0,0%,0%,0
Tyler Toner,,15,7,0 (1 NC),"5' 8""",145 lbs.,"70""",Orthodox,31-Mar-83,2.95,52%,2.13,62%,0,0%,54%,0.4
James Toney,Lights Out,0,1,0,"5' 9""",220 lbs.,--,Orthodox,24-Aug-68,0,0%,2.41,27%,0,0%,0%,0
Masanori Tonooka,,1,2,0,"5' 8""",185 lbs.,--,Orthodox,--,0.16,5%,1.09,36%,0,0%,0%,0
Carl Toomey,,3,3,0,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
Ilia Topuria,El Matador,14,0,0,"5' 7""",145 lbs.,"69""",Orthodox,21-Jan-97,4.44,46%,3.05,67%,2.19,56%,92%,1.5
Anthony Torres,The Crush,5,3,0,"5' 8""",170 lbs.,--,Orthodox,31-Jul-78,3.54,48%,7.52,45%,0,0%,100%,2.2
Miguel Torres,,44,9,0,"5' 9""",135 lbs.,"76""",Orthodox,18-Jan-81,3.98,43%,1.86,74%,0,0%,17%,1.6
Ronys Torres,,35,5,0,"5' 7""",155 lbs.,--,Orthodox,13-Aug-75,0.87,26%,1.93,57%,4,47%,16%,0.5
Haven Torres,,0,0,0,--,125 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Tecia Torres,The Tiny Tornado,13,6,0,"5' 1""",115 lbs.,"60""",Orthodox,16-Aug-89,4.74,48%,3.59,61%,0.66,14%,61%,0.1
Alex Torres,Rolo,5,4,0,"5' 10""",145 lbs.,--,Orthodox,29-May-88,2.47,37%,2.73,69%,2,22%,50%,0
Abram Torres,,4,3,0,"5' 10""",170 lbs.,--,,29-Oct-82,0,0%,0,0%,0,0%,0%,0
Jose Torres,Shorty,8,1,0,"5' 4""",125 lbs.,"65""",Orthodox,2-Aug-92,4.37,36%,9.84,50%,1.28,33%,75%,0
Desmond Torres,,7,2,0,"5' 6""",135 lbs.,"69""",Orthodox,6-Jan-97,4.8,64%,11.78,48%,0,0%,100%,0
Manuel Torres,El Loco,14,2,0,"5' 10""",155 lbs.,"73""",Switch,25-Mar-95,9.66,58%,3.76,56%,0,0%,100%,0
Eduardo Torres Caut,Cyborg,16,2,0,"5' 7""",135 lbs.,"70""",Orthodox,26-Apr-95,1.1,34%,1.24,65%,2.06,33%,50%,0
Salim Touahri,Grizzly,10,4,0,"5' 10""",170 lbs.,"72""",Orthodox,28-Sep-89,2.6,46%,2.87,58%,0,0%,83%,0
Dequan Townsend,The Tarantula,21,12,0,"6' 3""",205 lbs.,"79""",Orthodox,11-May-86,1.23,34%,3.92,38%,0,0%,46%,0
Minoru Toyonaga,,2,5,0,"5' 11""",195 lbs.,--,Southpaw,--,0,0%,0,0%,0,0%,0%,0
Slim Trabelsi,,5,0,0,"6' 3""",235 lbs.,--,,9-May-93,0,0%,0,0%,0,0%,0%,0
Roberto Traven,Spider,6,4,1,"6' 3""",227 lbs.,--,Orthodox,16-Sep-68,0.92,50%,2.77,57%,0,0%,0%,0
Bryan Travers,,15,4,0,--,155 lbs.,--,,11-Apr-83,2.33,48%,3.93,55%,2,28%,63%,0
Alexander Trevino,,7,7,0,--,170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Francisco Trevino,Sitkayan,13,3,0,"5' 9""",155 lbs.,"70""",Orthodox,17-Dec-81,2.65,42%,2.42,64%,0.97,22%,41%,0
Angelo Trevino,Baby Monsta,7,3,0,"5' 11""",170 lbs.,--,Switch,10-Jun-93,5.19,54%,3.9,47%,0,0%,100%,0
Frank Trigg,Twinkle Toes,21,9,0,"5' 9""",170 lbs.,"71""",Southpaw,7-May-72,2.79,46%,1.9,56%,2.35,47%,75%,0.8
Francisco Trinaldo,Massaranduba,28,9,0,"5' 9""",170 lbs.,"70""",Southpaw,24-Aug-78,3.13,45%,2.67,60%,0.98,42%,60%,0.5
Damien Trites,The Omen,7,6,0,"5' 11""",165 lbs.,--,,23-Aug-79,0,0%,0,0%,0,0%,0%,0
Michael Trizano,The Lone Wolf,11,3,0,"5' 11""",145 lbs.,"71""",Orthodox,31-Dec-91,3.63,53%,4.4,50%,0.36,66%,72%,0.5
Antonio Trocoli,Malvado,12,3,0 (1 NC),"6' 5""",205 lbs.,"82""",Orthodox,6-Dec-90,1.27,71%,4.56,25%,3.8,100%,100%,3.8
Tor Troeng,The Hammer,16,7,1,"6' 2""",185 lbs.,--,Orthodox,25-Jan-83,1.16,46%,3.26,32%,0.62,7%,66%,0.3
Aaron Trujillo,,0,1,0,"5' 5""",125 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Reynaldo Trujillo,The Truth,21,19,0,"5' 9""",155 lbs.,--,,1-Jan-82,0,0%,0,0%,0,0%,0%,0
Abel Trujillo,Killa,15,8,0 (1 NC),"5' 8""",155 lbs.,"70""",Orthodox,18-Sep-83,2.65,41%,2.31,59%,2.18,45%,40%,0.4
Arman Tsarukyan,Ahalkalakets,21,3,0,"5' 7""",155 lbs.,"72""",Orthodox,11-Oct-96,3.85,48%,1.91,54%,3.4,36%,75%,0
Rei Tsuruya,,8,0,0,"5' 6""",125 lbs.,"68""",Orthodox,22-Jun-02,2.91,63%,1.64,42%,7.74,57%,50%,2.8
Chris Tuchscherer,The Crowbar,21,4,0 (1 NC),"6' 2""",258 lbs.,"76""",Orthodox,8-Sep-75,1.35,31%,3.17,47%,1.19,18%,0%,0.6
Jon Tuck,Super Saiyan,10,5,0,"5' 11""",155 lbs.,"73""",Orthodox,28-Aug-84,3,40%,3.74,60%,0.42,33%,50%,1
Gavin Tucker,Guv'nor,13,3,0,"5' 6""",145 lbs.,"66""",Southpaw,17-Jun-86,4.29,44%,4.18,57%,3.13,44%,53%,1.5
Jumabieke Tuerxun,The Wild Wolf,19,4,1,"5' 7""",135 lbs.,--,Orthodox,17-Apr-86,1.6,28%,3.08,59%,0.47,11%,66%,0.9
Tom Tuggle,The Law,0,3,0,"6' 2""",250 lbs.,--,Orthodox,--,0,0%,2.14,0%,32.14,100%,0%,0
Blair Tugman,,10,6,0,"6' 0""",135 lbs.,--,,--,2.25,53%,0.93,50%,7.5,60%,0%,0
Tai Tuivasa,Bam Bam,15,6,0,"6' 2""",264 lbs.,"75""",Southpaw,16-Mar-93,3.98,49%,4.98,43%,0,0%,54%,0
Zubaira Tukhugov,Warrior,20,6,1,"5' 8""",155 lbs.,"68""",Orthodox,15-Jan-91,3.17,39%,3.07,63%,2.13,39%,100%,0
Teila Tuli,,0,1,0,"6' 0""",430 lbs.,--,Orthodox,14-Jun-69,0,0%,0,0%,0,0%,0%,0
Marco Tulio,Matuto,10,1,0,"6' 0""",185 lbs.,"74""",Orthodox,13-Jun-94,3.2,48%,2.2,52%,2,25%,0%,1
Nyamjargal Tumendemberel,Art of Knockout,8,0,0,"5' 7""",125 lbs.,"71""",Orthodox,22-Mar-98,4.43,44%,3.62,45%,4.68,38%,14%,3.7
Albert Tumenov,Einstein,18,4,0,"5' 11""",170 lbs.,"73""",Orthodox,26-Dec-91,3.76,42%,3.34,58%,0.2,20%,75%,0
Ricky Turcios,,13,3,0,"5' 9""",135 lbs.,"71""",Orthodox,5-Jun-93,5.08,37%,3.7,55%,1,25%,45%,0.2
