name,nickname,wins,losses,draws,height,weight,reach,stance,dOB,sig_strikes_landed_per_min,sig_striking_accuracy_%,sig_strike_absorbed_per_min,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent),takedown_average(average_takedown_landed_per_fifteen_min),takedown_accuracy_%,takedown_defense(%_of_opponent_takedown_not_landed),sub_average(average_subs_attempted_per_15_mins)
Ibo Aslan,The Last Ottoman,12,1,0,"6' 3""",205 lbs.,"77""",Orthodox,23-Apr-96,8.87,72%,3.38,63%,0,0%,0%,0
Tom Aspinall,,14,3,0,"6' 5""",256 lbs.,"78""",Orthodox,11-Apr-93,7.72,66%,2.77,66%,3.46,100%,100%,1.7
Bruno Assis,Brunao,8,4,0,"6' 2""",185 lbs.,--,Orthodox,23-May-92,1.27,43%,3.2,36%,2,50%,66%,1
Junior Assuncao,,16,6,0,"5' 9""",145 lbs.,"72""",Orthodox,24-Jun-81,3.31,62%,2.06,44%,2.43,24%,66%,0.7
Raphael Assuncao,,28,10,0,"5' 5""",135 lbs.,"66""",Orthodox,19-Jul-82,3.22,42%,2.5,66%,1.65,39%,78%,0.2
Bazigit Atajev,Volk,17,1,0,"6' 1""",230 lbs.,--,Orthodox,--,0.87,41%,3.14,49%,1,33%,0%,0
Rich Attonito,The Raging Bull,10,5,0,"5' 10""",170 lbs.,"72""",Orthodox,16-Jun-77,2.28,47%,2.13,59%,0.74,37%,75%,0
Olivier Aubin-Mercier,The Canadian Gangster,11,5,0,"5' 9""",155 lbs.,"70""",Southpaw,23-Feb-89,2.48,51%,2.97,55%,2.36,33%,70%,0.5
Pat Audinwood,Awesomely Awesome,11,2,1,"6' 0""",155 lbs.,--,Orthodox,16-Apr-86,1.17,12%,4.31,41%,0.8,50%,0%,0
Jose Augusto,Gugu,6,2,0 (1 NC),"6' 3""",251 lbs.,--,,28-Mar-92,0,0%,0,0%,0,0%,0%,0
Marcus Aurelio,Maximus,22,10,0,"5' 10""",155 lbs.,"74""",Orthodox,18-Aug-73,1.42,33%,2.27,59%,1.69,27%,27%,1.3
David Avellan,,2,1,0,"5' 9""",185 lbs.,--,Orthodox,--,3.33,25%,10,57%,0,0%,0%,0
Blas Avena,The Disciple,8,7,0 (1 NC),"6' 0""",170 lbs.,"74""",Orthodox,30-Jun-83,2.34,47%,3.36,43%,2.37,80%,50%,1.8
Levi Avera,,18,15,0,"6' 1""",170 lbs.,--,,17-May-82,0,0%,0,0%,0,0%,0%,0
Anthony Avila,,13,5,0,"5' 7""",145 lbs.,--,,29-Dec-88,0,0%,0,0%,0,0%,0%,0
Chris Avila,,5,4,0,"5' 10""",145 lbs.,--,Orthodox,16-Jan-93,2.37,30%,4.17,48%,0,0%,46%,0
Julia Avila,Raging Panda,9,3,0,"5' 7""",135 lbs.,"68""",Orthodox,11-May-88,2.59,43%,2.86,50%,0.54,33%,50%,0.3
Saad Awad,Assassin,20,9,0,"5' 11""",155 lbs.,--,,7-Jun-83,2.13,26%,1.87,60%,0.5,16%,100%,0.5
Javy Ayala,Eye Candy,10,5,0,"6' 1""",265 lbs.,--,,20-Aug-88,0.83,25%,5,33%,0,0%,0%,0
Jessin Ayari,,16,6,0,"6' 0""",155 lbs.,"73""",Orthodox,31-May-92,3.53,37%,3.59,58%,0,0%,50%,0.3
Abu Azaitar,Captain Morocco,14,4,1,"5' 9""",185 lbs.,"76""",Orthodox,10-Mar-86,4.38,43%,4.32,51%,1,37%,42%,0
Ottman Azaitar,Bulldozer,13,2,0,"5' 8""",155 lbs.,"71""",Switch,20-Feb-90,5.73,51%,4.96,48%,0,0%,100%,0
Luiz Azeredo,,15,10,0,"5' 9""",154 lbs.,--,Orthodox,10-Jun-76,2.16,39%,2.76,57%,1.07,50%,45%,0.3
Luciano Azevedo,,17,9,1,"6' 3""",161 lbs.,--,Orthodox,25-Jun-81,0.76,45%,1.97,27%,2.28,11%,0%,0
Hunter Azure,,9,2,0,"5' 8""",145 lbs.,"69""",Orthodox,2-Mar-92,3.92,53%,2.08,58%,1.97,34%,67%,1.3
Niklas Backstrom,,11,3,0 (1 NC),"6' 1""",145 lbs.,--,Orthodox,22-Aug-89,1.12,41%,3.65,40%,2.92,80%,72%,2.2
Seth Baczynski,The Polish Pistola,20,14,0,"6' 3""",170 lbs.,"75""",Orthodox,26-Oct-81,3.08,31%,3.14,51%,0.89,16%,48%,0.8
Abdul Azeem Badakhshi,The Afghan Lion,13,3,0,--,145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Ryan Bader,Darth,23,5,0,"6' 2""",205 lbs.,"74""",Orthodox,7-Jun-83,2.82,43%,1.39,71%,3.37,44%,80%,0.4
Izabela Badurek,,6,3,0,"5' 5""",115 lbs.,--,Orthodox,11-Jul-91,3.74,71%,4.9,32%,1.75,12%,100%,0
Miguel Baeza,Caramel Thunder,10,3,0,"6' 2""",170 lbs.,"74""",Orthodox,23-Aug-92,4.88,49%,5.1,53%,0.44,28%,100%,1.8
Ali Bagautinov,Puncher,15,6,0,"5' 4""",125 lbs.,"65""",Orthodox,10-Jun-85,2.85,42%,3.09,52%,2.51,36%,65%,0.3
Mehdi Baghdad,The Sultan,11,5,0,"6' 1""",155 lbs.,--,Orthodox,13-Apr-85,3.13,30%,4.56,46%,0,0%,33%,0
Melsik Baghdasaryan,The Gun,8,2,0,"5' 9""",145 lbs.,"70""",Southpaw,28-Jan-92,5.28,61%,3.06,58%,0,0%,72%,0
Siyar Bahadurzada,The Great,24,8,1,"5' 11""",170 lbs.,"73""",Orthodox,17-Apr-84,2.91,40%,3.23,49%,1.32,61%,62%,0.3
Ignacio Bahamondes,La Jaula,14,5,0,"6' 3""",155 lbs.,"75""",Orthodox,27-Aug-97,6.97,46%,4.36,57%,0,0%,85%,0.4
Bahatebole Batebolati,Lion King,8,1,1,"5' 11""",155 lbs.,"71""",Southpaw,12-Sep-97,4.34,47%,4.62,64%,2.04,100%,100%,0
Shamar Bailey,,16,11,0,"5' 9""",155 lbs.,"75""",Southpaw,22-Sep-82,1.56,20%,3.91,69%,1.5,33%,37%,0
Jordan Bailey,,6,3,0,"5' 9""",145 lbs.,--,,--,1.74,40%,0.29,0%,4.35,100%,0%,4.3
Scott Baker,,1,1,0,"6' 0""",210 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Bryan Baker,The Beast,18,5,0,"6' 3""",185 lbs.,--,Orthodox,13-Oct-85,1.78,52%,2.83,45%,0.44,50%,37%,0.9
Jin Bala,,23,3,0,"5' 9""",155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Balajin,The Snow Leopard,23,4,0,"5' 9""",145 lbs.,"72""",Orthodox,31-Mar-92,1.4,33%,2.73,50%,2,20%,66%,0
Oluwale Bamgbose,Holy War Angel,6,4,0,"5' 11""",185 lbs.,"78""",Switch,4-Aug-87,2.45,48%,2.7,55%,0.94,33%,37%,0
Stephen Banaszak,,5,5,0,"6' 0""",145 lbs.,--,,7-Dec-90,4.2,47%,1.15,66%,0,0%,100%,1.9
Marcin Bandel,Bomba,15,7,0,"5' 10""",155 lbs.,--,Orthodox,10-Oct-89,0.79,50%,5.26,23%,0,0%,0%,0
Humberto Bandenay,,14,7,0 (1 NC),"5' 11""",145 lbs.,"71""",Southpaw,4-Sep-94,2.22,41%,4.79,41%,2.9,46%,62%,0.5
Tae Hyun Bang,Supernatural,18,10,0,"5' 9""",155 lbs.,"71""",Switch,15-Apr-83,2.72,38%,2.07,66%,0.49,33%,57%,0.5
Yohan Banks,,2,1,0,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
Shauna Bannon,Mama B,5,1,0,"5' 5""",115 lbs.,"65""",Switch,23-Oct-93,3.6,37%,3.73,37%,0,0%,33%,0
Antonio Banuelos,,20,11,1,"5' 5""",135 lbs.,"63""",Orthodox,23-Sep-79,2.69,33%,3.15,58%,1.62,62%,86%,0.4
Renan Barao,The Baron,34,9,0 (1 NC),"5' 6""",145 lbs.,"70""",Orthodox,31-Jan-87,3.78,36%,3.9,57%,1.49,41%,91%,0.5
Junior Barata,,9,3,1,"5' 10""",170 lbs.,--,Orthodox,25-Jan-82,4.03,33%,8.46,34%,0,0%,0%,0
Maycee Barber,The Future,13,2,0,"5' 5""",125 lbs.,"65""",Switch,18-May-98,4.6,52%,2.72,54%,1.14,35%,45%,0.1
Bryan Barberena,Bam Bam,18,11,0,"6' 0""",170 lbs.,"72""",Southpaw,3-May-89,5.53,48%,4.74,44%,0.14,22%,49%,0.3
Dione Barbosa,The Witch,6,2,0,"5' 6""",125 lbs.,"66""",Orthodox,8-May-92,0.87,50%,0.65,66%,3.27,100%,0%,9.8
Edson Barboza,Junior,24,11,0,"5' 11""",145 lbs.,"75""",Orthodox,21-Jan-86,4.18,45%,4.34,57%,0.48,50%,75%,0.1
Raoni Barcelos,,17,5,0,"5' 7""",135 lbs.,"67""",Orthodox,1-May-87,5.38,51%,5.03,61%,1.8,37%,90%,0.4
Daniel Barez,,16,6,0,"5' 6""",125 lbs.,"66""",Orthodox,10-Dec-88,3.8,53%,5.32,55%,4.07,31%,91%,1.6
Danny Barlow,LeftHand2God,7,0,0,"6' 2""",170 lbs.,"79""",Southpaw,2-Aug-95,12.15,57%,5.32,61%,0,0%,0%,0
Luke Barnatt,The Bigslow,13,4,0,"6' 6""",185 lbs.,"77""",Orthodox,13-Apr-88,4.43,36%,3.87,59%,0.63,42%,63%,0.4
James Barnes,Mooka,14,5,0,"5' 8""",135 lbs.,"71""",Orthodox,28-May-82,0.57,34%,3.02,39%,1.08,16%,40%,0
Nick Barnes,,11,2,0,"5' 11""",170 lbs.,--,,--,2.86,29%,8.93,51%,5.36,100%,100%,5.4
Shonte Barnes,Shyne,6,2,1,"5' 11""",185 lbs.,"76""",Southpaw,9-Feb-87,2.32,38%,1.55,67%,0,0%,60%,0
Josh Barnett,The Warmaster,35,8,0,"6' 3""",250 lbs.,"78""",Orthodox,10-Nov-77,3.2,50%,2.11,57%,1.26,55%,55%,1.4
Chris Barnett,Beastboy,23,8,0,"5' 9""",265 lbs.,"75""",Orthodox,14-Jun-86,4.41,48%,5.87,40%,0,0%,33%,0
Chris Barnhizer,,2,3,0,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
David Baron,,17,4,1,"5' 6""",155 lbs.,--,Switch,15-Feb-73,1.17,30%,2.1,56%,0,0%,14%,0.7
Phil Baroni,The New York Bad Ass,15,18,0,"5' 9""",170 lbs.,"72""",Orthodox,16-Apr-76,2.77,45%,3.93,40%,1.46,47%,60%,0.5
Dan Barrera,The Fireman,3,1,0,"5' 9""",170 lbs.,--,Orthodox,23-Dec-80,0.8,70%,1.2,28%,1,8%,0%,0
Carlos Barreto,,14,9,0,"6' 4""",230 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
Jose Barreto,,0,1,0,--,185 lbs.,--,Southpaw,--,0,0%,0,0%,0,0%,0%,0
Peter Barrett,Slippery,11,5,0,"5' 10""",145 lbs.,"73""",Southpaw,10-Aug-86,4.18,61%,4.32,42%,1.39,22%,66%,0
Marc-Andre Barriault,Powerbar,16,7,0 (1 NC),"6' 1""",185 lbs.,"74""",Orthodox,18-Feb-90,6.19,47%,5.67,52%,0.22,25%,67%,0.1
David Barrios,,4,8,0,"5' 6""",145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Alexandre Barros,Baixinho,22,11,0,"5' 9""",170 lbs.,--,Southpaw,19-Nov-76,0.98,40%,4.05,36%,1.84,50%,100%,0
Ricardo Barros,,2,2,0,"6' 1""",205 lbs.,--,,22-Mar-76,0,0%,8.22,31%,0,0%,100%,0
Francimar Barroso,Bodao,19,7,0 (1 NC),"6' 1""",205 lbs.,"75""",Orthodox,28-Feb-80,2.77,52%,3.07,59%,2.22,24%,83%,0
Pat Barry,HD,8,7,0,"5' 11""",235 lbs.,"74""",Orthodox,7-Jul-79,2.72,52%,3.54,59%,0,0%,76%,0.2
Dean Barry,The Sniper,4,2,0,"5' 10""",170 lbs.,"72""",Orthodox,3-Jul-92,9.31,40%,4.66,51%,0,0%,100%,0
Enrique Barzola,El Fuerte,17,5,2,"5' 7""",145 lbs.,"70""",Orthodox,28-Apr-89,3.91,41%,2.97,68%,4.2,45%,66%,0.3
Javid Basharat,The Snow Leopard,14,0,0 (1 NC),"5' 9""",135 lbs.,"69""",Orthodox,7-Sep-95,5.65,61%,2.5,63%,2.09,50%,85%,0.2
Farid Basharat,Ferocious,12,0,0,"5' 8""",135 lbs.,"71""",Orthodox,2-Aug-97,4.47,58%,2.44,57%,3.96,41%,83%,0.6
Stephen Bass,Bigfish,11,2,0,"5' 9""",145 lbs.,--,Orthodox,14-Nov-82,4.87,52%,5.87,55%,0,0%,0%,0
Sean Bassett,,0,4,0,--,155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Ryan Bastianelli,Relentless,6,7,0 (1 NC),"5' 5""",135 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Shayna Baszler,The Queen of Spades,15,11,0,"5' 7""",135 lbs.,--,Orthodox,8-Aug-80,2.49,30%,6.36,51%,0.67,18%,44%,1.3
Michel Batista,,4,1,0 (1 NC),"6' 3""",260 lbs.,--,Orthodox,20-Apr-84,0,0%,4.03,40%,6.72,50%,0%,0
Bryan Battle,Pooh Bear,11,2,0,"6' 1""",170 lbs.,"77""",Orthodox,21-Sep-94,4.52,54%,3.73,42%,0.94,25%,45%,0.6
Alan Baudot,The Black Samourai,8,3,0 (2 NC),"6' 3""",243 lbs.,"79""",Orthodox,1-Feb-88,5.36,58%,4.82,46%,0,0%,62%,0
Mario Bautista,,14,2,0,"5' 9""",135 lbs.,"69""",Switch,1-Jul-93,5.69,48%,3.99,53%,2.25,44%,66%,1
Chris Beal,Real Deal,10,5,0,"5' 7""",125 lbs.,"69""",Orthodox,6-Aug-85,3.45,35%,3.18,61%,1.6,58%,78%,0.2
Donovan Beard,The Highlight Reel,7,2,0,"6' 2""",185 lbs.,"78""",Orthodox,5-Nov-89,0,0%,5.77,28%,0,0%,0%,0
Rudy Bears,,16,15,0,"5' 11""",170 lbs.,--,Southpaw,--,1.27,29%,2.53,50%,0,0%,0%,0
Salvador Becerra,,5,2,0,"5' 9""",155 lbs.,--,,--,4.57,31%,3.83,58%,0,0%,66%,0
Ariel Beck,,4,5,0,"5' 6""",125 lbs.,"66""",Southpaw,16-Sep-90,4.44,34%,4.31,64%,0,0%,0%,0
Jeff Bedard,Little Popeye,13,3,0,"5' 6""",145 lbs.,--,Orthodox,6-Feb-70,0.8,51%,0,100%,3.43,66%,100%,2.6
Eric Bedard,Lucky Strikes,6,7,0,"6' 2""",239 lbs.,--,,11-Sep-84,6.37,35%,8.54,52%,0,0%,0%,0
Johnny Bedford,Brutal,21,13,1 (1 NC),"5' 10""",135 lbs.,"71""",Orthodox,6-Jan-83,4.53,50%,1.75,63%,1.83,62%,62%,0
Rolando Bedoya,The Machine,14,3,0,"5' 11""",170 lbs.,"74""",Orthodox,13-Jan-97,8.7,55%,6.83,52%,0,0%,0%,0
Chase Beebe,,24,13,1,"5' 7""",135 lbs.,"67""",Orthodox,29-Mar-85,2.17,38%,1.64,69%,2.49,42%,41%,0.9
Lyle Beerbohm,Fancy Pants,24,3,0,"5' 10""",155 lbs.,--,Southpaw,5-Feb-79,1.98,55%,1.61,54%,2.1,23%,64%,0.3
Allan Begosso,Mini,7,2,1,"5' 5""",135 lbs.,"66""",Orthodox,23-Nov-95,1.8,40%,7.73,34%,0,0%,25%,2
Mirsad Bektic,,13,4,0,"5' 8""",145 lbs.,"70""",Orthodox,16-Feb-91,2.43,41%,1.8,57%,3.98,52%,92%,0.4
Diana Belbita,The Warrior Princess,15,8,0,"5' 7""",115 lbs.,"68""",Orthodox,26-Jun-96,6.59,42%,6.43,51%,0.97,62%,69%,0
Alan Belcher,The Talent,18,8,0,"6' 2""",185 lbs.,"75""",Orthodox,24-Apr-84,2.7,41%,3.1,59%,0.44,26%,55%,0.9
Vitor Belfort,The Phenom,26,14,0 (1 NC),"6' 0""",185 lbs.,"74""",Southpaw,1-Apr-77,1.59,46%,2.83,50%,1.02,60%,53%,0.6
Yousri Belgaroui,Baby Face Assassin,5,3,0,"6' 5""",185 lbs.,"79""",Orthodox,7-Jul-87,2.2,47%,3.2,51%,0,0%,75%,0
Rodolfo Bellato,Trator,12,2,0,"6' 3""",205 lbs.,"77""",Orthodox,5-Feb-96,6.47,61%,5.9,44%,1.09,25%,100%,0.5
Danilo Belluardo,Caterpillar,12,5,0,"6' 0""",155 lbs.,"74""",Southpaw,21-Jul-94,1.52,61%,4.79,41%,3.5,100%,50%,0
Joey Beltran,The Mexicutioner,17,14,0 (1 NC),"6' 1""",185 lbs.,"75""",Orthodox,8-Dec-81,4.92,36%,5.27,54%,0.48,18%,75%,0
Marco Beltran,Psycho,8,6,0,"5' 8""",125 lbs.,"69""",Orthodox,18-May-86,2.07,37%,1.93,63%,0.7,50%,46%,0.2
Joseph Benavidez,,28,8,0,"5' 4""",125 lbs.,"65""",Southpaw,31-Jul-84,3.52,34%,2.67,61%,1.41,30%,62%,0.6
Mike Bencic,Batman,1,2,0,"6' 0""",215 lbs.,--,Orthodox,--,0,0%,3.32,53%,0,0%,0%,0
Dave Beneteau,Dangerous,6,5,1,"6' 2""",250 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
Karla Benitez,,14,11,1 (1 NC),"5' 3""",113 lbs.,--,,--,0,0%,2.4,57%,0,0%,100%,0
Gabriel Benitez,Moggly,23,12,0,"5' 8""",155 lbs.,"71""",Southpaw,15-Jun-88,4.92,41%,4.26,62%,0.24,50%,55%,1
Charles Bennett,Krazy Horse,30,33,2,"5' 8""",155 lbs.,--,Orthodox,23-Nov-79,1.39,39%,1.35,64%,2.02,100%,36%,2
Josh Bennett,,11,14,0,"6' 4""",259 lbs.,--,Orthodox,--,2.9,40%,5.8,43%,1.5,100%,100%,0
DeAnna Bennett,The Argentine Assassin,8,3,1,"5' 4""",125 lbs.,"68""",Orthodox,18-Nov-84,3.13,58%,3.27,58%,0,0%,0%,1
Lance Benoist,,7,2,0,"5' 11""",170 lbs.,"72""",Southpaw,26-Aug-88,3.68,51%,2.7,56%,1.5,33%,61%,0
Joe Benoit,,11,4,0,"5' 9""",170 lbs.,--,Orthodox,12-Mar-82,0,0%,0,100%,0,0%,0%,0
Ryan Benoit,Baby Face,10,8,0,"5' 5""",125 lbs.,"68""",Orthodox,25-Aug-89,2.88,39%,3.65,58%,0.28,22%,72%,0.4
Pat Benson,,3,5,3,"5' 9""",155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Len Bentley,,10,6,0,"5' 9""",155 lbs.,--,,30-Nov-82,0,0%,0,0%,0,0%,0%,0
Steve Berger,The Red Nosed Pitbull,21,23,2 (1 NC),"5' 11""",170 lbs.,--,Orthodox,20-May-73,1,27%,3.26,36%,0.84,40%,16%,1.7
Kenneth Bergh,,8,0,0 (1 NC),"6' 2""",205 lbs.,"74""",Orthodox,26-Jun-89,4.56,75%,1.27,28%,0,0%,0%,0
Bret Bergmark,The Angry Hick,6,1,1,"5' 9""",170 lbs.,--,,24-Nov-73,2.78,52%,2.78,37%,4.17,100%,50%,4.2
Keith Berish,Sha Bang Bang,5,1,0 (1 NC),"6' 0""",205 lbs.,--,Orthodox,14-Nov-85,3.58,36%,4.81,62%,1.76,40%,0%,0
Dennis Bermudez,The Menace,17,9,0,"5' 6""",155 lbs.,"66""",Orthodox,13-Dec-86,4.42,46%,3.07,59%,3.89,40%,82%,1.1
Manny Bermudez,The Bermudez Triangle,14,2,0,"5' 10""",145 lbs.,"71""",Orthodox,16-Jul-94,2.92,61%,2.68,46%,3.06,54%,0%,3.1
Talita Bernardo,,6,4,0,"5' 4""",135 lbs.,"68""",Orthodox,4-Mar-87,3.12,42%,4.04,55%,1.62,22%,28%,0.5
Dave Berry,,0,1,0,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
Keith Berry,,15,14,1 (1 NC),"6' 1""",185 lbs.,--,,25-Oct-87,0.27,12%,6.27,28%,0,0%,0%,0
Dieusel Berto,,0,3,0,"5' 9""",200 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Edson Berto,Little Tiger,17,12,1,"5' 6""",155 lbs.,--,Orthodox,5-Jul-83,1.76,36%,4.62,47%,5.47,40%,0%,2.7
Allen Berube,Monstah Lobstah,4,3,0,"5' 8""",155 lbs.,--,Orthodox,25-Aug-74,0.92,80%,0.92,33%,6.87,100%,0%,3.4
Anton Berzin,The Body Snatcher,5,1,0,"6' 2""",205 lbs.,--,Orthodox,29-Sep-89,4.4,46%,6.8,67%,2,28%,0%,1
Scott Bessac,,4,6,0,"6' 4""",245 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Matt Bessette,The Mangler,22,9,0 (1 NC),"5' 10""",145 lbs.,"70""",Orthodox,28-Dec-84,4.36,41%,4.45,58%,0.64,28%,61%,0.3
Khadzhi Bestaev,Best,10,4,0,"6' 6""",185 lbs.,"76""",,16-Jul-88,6.15,29%,10,43%,0,0%,0%,0
Fernando Bettega,,7,5,0,--,170 lbs.,--,,10-Mar-80,0,0%,0,0%,0,0%,0%,0
Arjan Bhullar,,9,1,0,"6' 1""",245 lbs.,"75""",Orthodox,13-May-86,2.33,56%,3.25,59%,1.73,75%,100%,0
KB Bhullar,The Bengal,8,2,0,"6' 4""",185 lbs.,"78""",Switch,12-Oct-91,4.31,49%,5.39,45%,0,0%,0%,0
Bibulatov Magomed,Chaborz,14,2,0,"5' 5""",125 lbs.,"65""",Orthodox,22-Aug-88,3.6,51%,1.83,52%,2.85,40%,75%,0
David Bielkheden,,24,12,0,"5' 10""",155 lbs.,"71""",Orthodox,6-Jun-79,1.11,57%,1.64,54%,2.65,63%,14%,0
Blake Bilder,El Animal,8,1,1,"5' 8""",145 lbs.,"68""",Switch,12-Jul-90,4.96,50%,4.54,56%,0.45,10%,100%,0.9
Jonas Bilharinho,,9,1,1,"5' 11""",145 lbs.,"75""",Switch,22-May-90,3.71,60%,3.36,57%,0,0%,100%,0
Jeremiah Billington,,11,2,0,"5' 9""",205 lbs.,--,Orthodox,14-Nov-77,1.6,62%,7.06,35%,0,0%,50%,0
Scott Bills,,7,9,1,"5' 10""",170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Anthony Birchak,El Toro,16,8,0,"5' 8""",135 lbs.,"69""",Orthodox,16-May-86,3.93,36%,3.67,56%,0.48,14%,61%,0.5
Chris Birchler,The Big Buck,7,4,0,"6' 3""",205 lbs.,--,Switch,5-Jun-87,9.35,46%,14.83,35%,0,0%,0%,0
Michael Bisping,The Count,30,9,0,"6' 1""",185 lbs.,"75""",Orthodox,28-Feb-79,4.33,38%,2.71,65%,1.05,43%,63%,0.3
Amaury Bitetti,,5,2,0,"5' 9""",185 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
Caio Bittencourt,Leao,14,7,0,"6' 0""",185 lbs.,"75""",Orthodox,22-May-91,0.29,16%,0.57,33%,0,0%,0%,0
Davi Bittencourt,The Black,14,4,0,"5' 5""",135 lbs.,"65""",Orthodox,12-Oct-94,4.15,66%,1.51,46%,14.15,33%,0%,0
Simon Biyong,,7,1,0,--,205 lbs.,--,,5-Apr-91,0,0%,0,0%,0,0%,0%,0
Jan Blachowicz,,29,10,1,"6' 2""",205 lbs.,"78""",Orthodox,24-Feb-83,3.41,50%,2.91,53%,1.09,50%,68%,0.3
Jason Black,The Black Legion,23,4,1,"5' 8""",155 lbs.,--,Orthodox,15-Jul-72,1.06,47%,2.6,45%,0.48,33%,28%,6.2
Brad Blackburn,Bad Brad,18,13,1 (1 NC),"5' 10""",170 lbs.,"73""",Orthodox,25-May-77,4.55,35%,3.59,65%,0.93,50%,76%,0.7
Jason Blackford,,3,3,0,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
Tom Blackledge,,10,7,0,--,205 lbs.,--,Orthodox,--,2.91,61%,2.55,46%,0,0%,75%,0
Sherrard Blackledge,The Thriller,5,1,0,"5' 11""",155 lbs.,"75""",Orthodox,16-Aug-93,3.7,49%,3.13,55%,4,33%,42%,0
Da'Mon Blackshear,The Monster,14,6,1,"5' 10""",135 lbs.,"72""",Switch,12-Aug-94,4.28,47%,4.09,48%,2.34,37%,66%,0.8
Erin Blanchfield,Cold Blooded,12,1,0,"5' 4""",125 lbs.,"66""",Orthodox,4-May-99,5.58,52%,3.32,62%,2.86,36%,83%,1.2
Maximo Blanco,Maxi,12,8,1 (1 NC),"5' 8""",145 lbs.,"71""",Orthodox,16-Oct-83,4.11,44%,3.19,66%,1.85,36%,63%,0.3
David Blanco,,2,0,0,"5' 7""",145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Curtis Blaydes,Razor,17,4,0 (1 NC),"6' 4""",265 lbs.,"80""",Orthodox,18-Feb-91,3.56,49%,1.89,59%,5.93,53%,33%,0
Tereza Bleda,,7,1,0,"5' 9""",125 lbs.,"71""",Orthodox,30-Nov-01,3.02,53%,1.86,46%,1.81,27%,83%,0.7
Arlene Blencowe,Angerfist,9,6,0,"5' 5""",145 lbs.,--,,11-Apr-83,2.31,43%,2.1,43%,0,0%,55%,0.6
Byron Bloodworth,,6,3,0,"5' 8""",135 lbs.,--,Orthodox,16-Aug-83,1.82,28%,5.18,50%,0,0%,0%,0
Dashawn Boatwright,"Buck, the 400-pound Silverback",3,1,0,"6' 0""",205 lbs.,--,Orthodox,29-Feb-88,0,0%,52.5,12%,0,0%,0%,0
Dan Bobish,,17,9,0,"6' 2""",345 lbs.,--,Southpaw,26-Jan-70,2.06,44%,1.74,34%,2.44,42%,0%,1.6
Mark Bocek,,12,5,0,"5' 8""",155 lbs.,"75""",Orthodox,24-Oct-81,2.34,43%,2.32,60%,3.65,36%,31%,1.3
Kyle Bochniak,Killer B,8,5,0,"5' 7""",145 lbs.,"70""",Orthodox,5-Feb-87,2.63,31%,5.11,58%,1.14,15%,62%,0
James Bochnovic,,8,3,0,"6' 4""",205 lbs.,"81""",Orthodox,13-Feb-89,0.65,26%,3.64,21%,0,0%,0%,0
Jeremy Boczulak,,0,2,0,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
Tim Boetsch,The Barbarian,21,13,0,"6' 0""",185 lbs.,"74""",Orthodox,28-Jan-81,2.93,50%,2.9,57%,1.45,34%,59%,0.8
Galore Bofando,,5,3,0,"5' 11""",170 lbs.,"72""",Switch,22-May-82,3.63,45%,3.63,54%,2.37,100%,50%,0
Jay Bogan,,6,6,0,--,145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Roman Bogatov,,10,1,0,"5' 8""",155 lbs.,"73""",Orthodox,15-Dec-90,3.33,42%,4.4,44%,1,9%,50%,0
Derek Bohi,Marshmallow,8,5,0,"6' 4""",260 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
Jerry Bohlander,,11,4,0,"5' 11""",199 lbs.,--,Orthodox,12-Feb-74,0,0%,0,0%,0,0%,0%,0
Mandy Bohm,Monster,8,2,0 (1 NC),"5' 7""",125 lbs.,"71""",Orthodox,30-Jul-89,2.51,45%,3.24,60%,0.72,18%,75%,0.7
Kotetsu Boku,,25,11,2,"5' 9""",154 lbs.,--,Orthodox,27-May-77,2.47,42%,2.8,53%,0,0%,0%,0
Gaston Bolanos,The Dreamkiller,7,4,0,"5' 7""",135 lbs.,"69""",Orthodox,14-Sep-92,3.88,43%,3.49,49%,0,0%,50%,0
Kyle Bolt,,8,4,0,"6' 2""",185 lbs.,--,,--,7.27,52%,7.27,45%,0,0%,0%,0
Denys Bondar,Psycho,16,5,0,"5' 6""",125 lbs.,"69""",Orthodox,27-Jun-92,4.89,45%,6.42,56%,2.75,50%,62%,0
