fight,winner,loser,event,date,venue,title_fight,billing,winner_wins,loser_wins,winner_losses,loser_losses,winner_draws,loser_draws,winner_age,loser_age,belt_status,winner_nationality,loser_nationality,winner_fan ,loser_fan
Yushin Okami vs Mark Muñoz,Yushin Okami,Mark Muñoz,UFC on Versus 2: Jones vs. Matyushenko,08.01.2010,San Diego Sports Arena,no,Co-Main Event,25,8,5,1,0,0,29,32,,Japan,,,
Jake Ellenberger vs John Howard,Jake Ellenberger,John Howard,UFC on Versus 2: Jones vs. Matyushenko,08.01.2010,San Diego Sports Arena,no,Main Card,22,14,5,4,0,0,25,27,,United States,,,
Takanori Gomi vs Tyson Griffin,Takanori Gomi,Tyson Griffin,UFC on Versus 2: Jones vs. Matyushenko,08.01.2010,San Diego Sports Arena,no,Main Card,31,14,6,3,0,0,31,26,,Japan,,,
Jacob Volkmann vs Paul Kelly,Jacob Volkmann,Paul Kelly,UFC on Versus 2: Jones vs. Matyushenko,08.01.2010,San Diego Sports Arena,no,Preliminary Card,10,11,2,2,0,0,29,25,,United States,,,
Matt Riddle vs DaMarques Johnson,Matt Riddle,DaMarques Johnson,UFC on Versus 2: Jones vs. Matyushenko,08.01.2010,San Diego Sports Arena,no,Preliminary Card,4,14,1,7,0,0,24,28,,United States,,,
Igor Pokrajac vs James Irvin,Igor Pokrajac,James Irvin,UFC on Versus 2: Jones vs. Matyushenko,08.01.2010,San Diego Sports Arena,no,Preliminary Card,21,14,7,6,0,0,31,31,,Croatia (Hrvatska),,,
Brian Stann vs Mike Massenzio,Brian Stann,Mike Massenzio,UFC on Versus 2: Jones vs. Matyushenko,08.01.2010,San Diego Sports Arena,no,Preliminary Card,8,11,3,3,0,0,29,27,,United States,,,
Charles Oliveira vs Darren Elkins,Charles Oliveira,Darren Elkins,UFC on Versus 2: Jones vs. Matyushenko,08.01.2010,San Diego Sports Arena,no,Preliminary Card,12,11,0,1,0,0,20,26,,Brazil,,,
Rob Kimmons vs Steve Steinbeiss,Rob Kimmons,Steve Steinbeiss,UFC on Versus 2: Jones vs. Matyushenko,08.01.2010,San Diego Sports Arena,no,Preliminary Card,20,4,5,3,0,0,29,29,,United States,,,
Brock Lesnar vs Shane Carwin,Brock Lesnar,Shane Carwin,UFC 116: Lesnar vs Carwin,07.03.2010,MGM Grand Garden Arena,yes,Main Event,4,12,1,0,0,0,32,35,Held by Lesnar,United States,,,
Chris Leben vs Yoshihiro Akiyama,Chris Leben,Yoshihiro Akiyama,UFC 116: Lesnar vs Carwin,07.03.2010,MGM Grand Garden Arena,no,Co-Main Event,19,13,7,1,0,0,29,34,,United States,,,
Chris Lytle vs Matt Brown,Chris Lytle,Matt Brown,UFC 116: Lesnar vs Carwin,07.03.2010,MGM Grand Garden Arena,no,Main Card,28,11,17,8,5,0,35,29,,United States,,,
Stephan Bonnar vs Krzysztof Soszynski,Stephan Bonnar,Krzysztof Soszynski,UFC 116: Lesnar vs Carwin,07.03.2010,MGM Grand Garden Arena,no,Main Card,12,24,7,10,0,1,33,32,,United States,,,
George Sotiropoulos vs Kurt Pellegrino,George Sotiropoulos,Kurt Pellegrino,UFC 116: Lesnar vs Carwin,07.03.2010,MGM Grand Garden Arena,no,Main Card,12,16,2,4,0,0,32,31,,Australia,,,
Brendan Schaub vs Chris Tuchscherer,Brendan Schaub,Chris Tuchscherer,UFC 116: Lesnar vs Carwin,07.03.2010,MGM Grand Garden Arena,no,Preliminary Card,5,21,1,2,0,0,27,34,,United States,,,
Ricardo Romero vs Seth Petruzelli,Ricardo Romero,Seth Petruzelli,UFC 116: Lesnar vs Carwin,07.03.2010,MGM Grand Garden Arena,no,Preliminary Card,10,12,1,4,0,0,32,30,,United States,,,
Kendall Grove vs Goran Reljić,Kendall Grove,Goran Reljić,UFC 116: Lesnar vs Carwin,07.03.2010,MGM Grand Garden Arena,no,Preliminary Card,11,8,7,1,0,0,27,26,,United States,,,
Gerald Harris vs David Branch,Gerald Harris,David Branch,UFC 116: Lesnar vs Carwin,07.03.2010,MGM Grand Garden Arena,no,Preliminary Card,16,6,2,0,0,0,30,28,,United States,,,
Daniel Roberts vs Forrest Petz,Daniel Roberts,Forrest Petz,UFC 116: Lesnar vs Carwin,07.03.2010,MGM Grand Garden Arena,no,Preliminary Card,9,19,1,7,0,0,29,34,,United States,,,
Jon Madsen vs Karlos Vémola,Jon Madsen,Karlos Vémola,UFC 116: Lesnar vs Carwin,07.03.2010,MGM Grand Garden Arena,no,Preliminary Card,5,7,0,0,0,0,30,25,,United States,,,
Court McGee vs Kris McCray,Court McGee,Kris McCray,The Ultimate Fighter 11 Finale,06.19.2010,Palms Casino Resort,yes,Main Event,11,5,1,0,0,0,25,28,Vacant,United States,,,
Matt Hamill vs Keith Jardine,Matt Hamill,Keith Jardine,The Ultimate Fighter 11 Finale,06.19.2010,Palms Casino Resort,no,Co-Main Event,7,15,2,7,0,1,33,34,,United States,,,
Chris Leben vs Aaron Simpson,Chris Leben,Aaron Simpson,The Ultimate Fighter 11 Finale,06.19.2010,Palms Casino Resort,no,Main Card,18,8,7,0,0,0,29,35,,United States,,,
Dennis Siver vs Spencer Fisher,Dennis Siver,Spencer Fisher,The Ultimate Fighter 11 Finale,06.19.2010,Palms Casino Resort,no,Main Card,15,23,7,5,0,0,31,34,,Germany,,,
Rich Attonito vs Jamie Yager,Rich Attonito,Jamie Yager,The Ultimate Fighter 11 Finale,06.19.2010,Palms Casino Resort,no,Main Card,7,2,3,1,0,0,33,26,,United States,,,
John Gunderson vs Mark Holst,John Gunderson,Mark Holst,The Ultimate Fighter 11 Finale,06.19.2010,Palms Casino Resort,no,Preliminary Card,19,8,6,1,1,0,31,24,,United States,,,
Brad Tavares vs Seth Baczynski,Brad Tavares,Seth Baczynski,The Ultimate Fighter 11 Finale,06.19.2010,Palms Casino Resort,no,Preliminary Card,5,12,0,7,0,0,22,28,,United States,,,
Kyle Noke vs Josh Bryant,Kyle Noke,Josh Bryant,The Ultimate Fighter 11 Finale,06.19.2010,Palms Casino Resort,no,Preliminary Card,16,10,4,0,1,0,30,30,,Australia,,,
Chris Camozzi vs James Hammortree,Chris Camozzi,James Hammortree,The Ultimate Fighter 11 Finale,06.19.2010,Palms Casino Resort,no,Preliminary Card,12,5,3,1,0,0,23,26,,United States,,,
Travis Browne vs James McSweeney,Travis Browne,James McSweeney,The Ultimate Fighter 11 Finale,06.19.2010,Palms Casino Resort,no,Preliminary Card,9,4,0,4,0,0,27,29,,United States,,,
Rich Franklin vs Chuck Liddell,Rich Franklin,Chuck Liddell,UFC 115: Liddell vs Franklin,06.12.2010,General Motors Place,no,Main Event,27,21,5,7,0,0,35,40,,United States,,,
Mirko Filipović vs Pat Barry,Mirko Filipović,Pat Barry,UFC 115: Liddell vs Franklin,06.12.2010,General Motors Place,no,Co-Main Event,26,5,7,1,2,0,35,30,,Croatia (Hrvatska),,,
Martin Kampmann vs Paulo Thiago,Martin Kampmann,Paulo Thiago,UFC 115: Liddell vs Franklin,06.12.2010,General Motors Place,no,Main Card,17,13,3,1,0,0,28,29,,Denmark,,,
Ben Rothwell vs Gilbert Yvel,Ben Rothwell,Gilbert Yvel,UFC 115: Liddell vs Franklin,06.12.2010,General Motors Place,no,Main Card,28,37,7,14,0,1,28,33,,United States,,,
Carlos Condit vs Rory MacDonald,Carlos Condit,Rory MacDonald,UFC 115: Liddell vs Franklin,06.12.2010,General Motors Place,no,Main Card,24,10,5,0,0,0,26,20,,United States,Canada,,
Evan Dunham vs Tyson Griffin,Evan Dunham,Tyson Griffin,UFC 115: Liddell vs Franklin,06.12.2010,General Motors Place,no,Preliminary Card,10,14,0,2,0,0,28,26,,United States,,,
Matt Wiman vs Mac Danzig,Matt Wiman,Mac Danzig,UFC 115: Liddell vs Franklin,06.12.2010,General Motors Place,no,Preliminary Card,11,19,5,7,0,1,26,30,,United States,,,
Mario Miranda vs David Loiseau,Mario Miranda,David Loiseau,UFC 115: Liddell vs Franklin,06.12.2010,General Motors Place,no,Preliminary Card,9,19,1,9,0,0,31,30,,Brazil,,,
James Wilks vs Peter Sobotta,James Wilks,Peter Sobotta,UFC 115: Liddell vs Franklin,06.12.2010,General Motors Place,no,Preliminary Card,6,8,3,2,0,0,32,23,,United Kingdom,,,
Claude Patrick vs Ricardo Funch,Claude Patrick,Ricardo Funch,UFC 115: Liddell vs Franklin,06.12.2010,General Motors Place,no,Preliminary Card,11,7,1,1,0,0,29,29,,Canada,,,
Mike Pyle vs Jesse Lennox,Mike Pyle,Jesse Lennox,UFC 115: Liddell vs Franklin,06.12.2010,General Motors Place,no,Preliminary Card,18,15,6,2,1,0,34,28,,United States,,,
Rashad Evans vs Quinton Jackson,Rashad Evans,Quinton Jackson,UFC 114: Jackson vs Evans,05.29.2010,MGM Grand Garden Arena,no,Main Event,14,29,1,7,1,0,30,31,,United States,,,
Michael Bisping vs Dan Miller,Michael Bisping,Dan Miller,UFC 114: Jackson vs Evans,05.29.2010,MGM Grand Garden Arena,no,Co-Main Event,18,11,3,3,0,0,31,28,,United Kingdom,,,
Mike Russow vs Todd Duffee,Mike Russow,Todd Duffee,UFC 114: Jackson vs Evans,05.29.2010,MGM Grand Garden Arena,no,Main Card,12,6,1,0,0,0,33,24,,United States,,,
Antônio Rogério Nogueira vs Jason Brilz,Antônio Rogério Nogueira,Jason Brilz,UFC 114: Jackson vs Evans,05.29.2010,MGM Grand Garden Arena,no,Main Card,18,18,3,2,0,1,33,34,,Brazil,,,
John Hathaway vs Diego Sanchez,John Hathaway,Diego Sanchez,UFC 114: Jackson vs Evans,05.29.2010,MGM Grand Garden Arena,no,Main Card,13,21,0,3,0,0,22,28,,United Kingdom,,,
Dong Hyun Kim vs Amir Sadollah,Dong Hyun Kim,Amir Sadollah,UFC 114: Jackson vs Evans,05.29.2010,MGM Grand Garden Arena,no,Preliminary Card,12,3,0,1,1,0,28,29,,South Korea,,,
Efrain Escudero vs Dan Lauzon,Efrain Escudero,Dan Lauzon,UFC 114: Jackson vs Evans,05.29.2010,MGM Grand Garden Arena,no,Preliminary Card,12,12,1,3,0,0,24,22,,Mexico,,,
Melvin Guillard vs Waylon Lowe,Melvin Guillard,Waylon Lowe,UFC 114: Jackson vs Evans,05.29.2010,MGM Grand Garden Arena,no,Preliminary Card,25,8,8,2,2,0,27,29,,United States,,,
Cyrille Diabate vs Luiz Cané,Cyrille Diabate,Luiz Cané,UFC 114: Jackson vs Evans,05.29.2010,MGM Grand Garden Arena,no,Preliminary Card,15,11,6,2,1,0,36,29,,France,,,
Aaron Riley vs Joe Brammer,Aaron Riley,Joe Brammer,UFC 114: Jackson vs Evans,05.29.2010,MGM Grand Garden Arena,no,Preliminary Card,29,7,12,1,1,1,29,26,,United States,,,
Ryan Jensen vs Jesse Forbes,Ryan Jensen,Jesse Forbes,UFC 114: Jackson vs Evans,05.29.2010,MGM Grand Garden Arena,no,Preliminary Card,14,13,6,4,0,0,32,25,,United States,,,
Maurício Rua vs Lyoto Machida,Maurício Rua,Lyoto Machida,UFC 113: Machida vs Shogun 2,05.08.2010,Bell Centre,yes,Main Event,18,16,4,0,0,0,28,31,Held by Machida,Brazil,,,
Josh Koscheck vs Paul Daley,Josh Koscheck,Paul Daley,UFC 113: Machida vs Shogun 2,05.08.2010,Bell Centre,no,Co-Main Event,14,23,4,8,0,2,32,27,,United States,United Kingdom,,
Jeremy Stephens vs Sam Stout,Jeremy Stephens,Sam Stout,UFC 113: Machida vs Shogun 2,05.08.2010,Bell Centre,no,Main Card,17,15,5,5,0,1,23,26,,United States,,,
Matt Mitrione vs Kimbo Slice,Matt Mitrione,Kimbo Slice,UFC 113: Machida vs Shogun 2,05.08.2010,Bell Centre,no,Main Card,1,5,0,1,0,0,31,36,,United States,,,
Alan Belcher vs Patrick Cote,Alan Belcher,Patrick Cote,UFC 113: Machida vs Shogun 2,05.08.2010,Bell Centre,no,Main Card,15,13,6,5,0,0,26,30,,United States,,,
Joe Doerksen vs Tom Lawlor,Joe Doerksen,Tom Lawlor,UFC 113: Machida vs Shogun 2,05.08.2010,Bell Centre,no,Preliminary Card,44,6,12,2,0,0,32,26,,Canada,,,
Marcus Davis vs Jonathan Goulet,Marcus Davis,Jonathan Goulet,UFC 113: Machida vs Shogun 2,05.08.2010,Bell Centre,no,Preliminary Card,16,22,6,10,0,0,36,30,,United States,,,
Johny Hendricks vs TJ Grant,Johny Hendricks,TJ Grant,UFC 113: Machida vs Shogun 2,05.08.2010,Bell Centre,no,Preliminary Card,7,15,0,3,0,0,26,26,,United States,,,
Joey Beltran vs Tim Hague,Joey Beltran,Tim Hague,UFC 113: Machida vs Shogun 2,05.08.2010,Bell Centre,no,Preliminary Card,11,10,3,3,0,0,28,26,,United States,,,
Mike Guymon vs Yoshiyuki Yoshida,Mike Guymon,Yoshiyuki Yoshida,UFC 113: Machida vs Shogun 2,05.08.2010,Bell Centre,no,Preliminary Card,11,11,3,4,1,0,35,35,,United States,,,
John Salter vs Jason MacDonald,John Salter,Jason MacDonald,UFC 113: Machida vs Shogun 2,05.08.2010,Bell Centre,no,Preliminary Card,4,24,1,13,0,0,25,34,,United States,,,
Anderson Silva vs Demian Maia,Anderson Silva,Demian Maia,UFC 112: Invincible,04.10.2010,Concert Arena at Ferrari World,yes,Main Event,27,12,4,1,0,0,34,32,Held by Silva,Brazil,Brazil,,
Frankie Edgar vs BJ Penn,Frankie Edgar,BJ Penn,UFC 112: Invincible,04.10.2010,Concert Arena at Ferrari World,yes,Co-Main Event,12,15,1,5,0,1,28,31,Held by Penn,United States,,,
Matt Hughes vs Renzo Gracie,Matt Hughes,Renzo Gracie,UFC 112: Invincible,04.10.2010,Concert Arena at Ferrari World,no,Main Card,43,13,7,6,0,1,36,43,,United States,,,
Rafael dos Anjos vs Terry Etim,Rafael dos Anjos,Terry Etim,UFC 112: Invincible,04.10.2010,Concert Arena at Ferrari World,no,Main Card,13,14,4,2,0,0,25,24,,Brazil,,,
Mark Muñoz vs Kendall Grove,Mark Muñoz,Kendall Grove,UFC 112: Invincible,04.10.2010,Concert Arena at Ferrari World,no,Main Card,7,11,1,6,0,0,32,27,,United States,,,
Phil Davis vs Alexander Gustafsson,Phil Davis,Alexander Gustafsson,UFC 112: Invincible,04.10.2010,Concert Arena at Ferrari World,no,Preliminary Card,5,9,0,0,0,0,25,23,,United States,,,
Rick Story vs Nick Osipczak,Rick Story,Nick Osipczak,UFC 112: Invincible,04.10.2010,Concert Arena at Ferrari World,no,Preliminary Card,9,5,3,0,0,0,25,25,,United States,,,
DaMarques Johnson vs Brad Blackburn,DaMarques Johnson,Brad Blackburn,UFC 112: Invincible,04.10.2010,Concert Arena at Ferrari World,no,Preliminary Card,13,12,7,9,0,0,27,32,,United States,,,
Paul Kelly vs Matt Veach,Paul Kelly,Matt Veach,UFC 112: Invincible,04.10.2010,Concert Arena at Ferrari World,no,Preliminary Card,10,11,2,1,0,0,25,28,,United Kingdom,,,
Jon Madsen vs Mostapha Al Turk,Jon Madsen,Mostapha Al Turk,UFC 112: Invincible,04.10.2010,Concert Arena at Ferrari World,no,Preliminary Card,4,6,0,5,0,0,30,36,,United States,,,
Kenny Florian vs Takanori Gomi,Kenny Florian,Takanori Gomi,UFC Fight Night 21: Florian vs Gomi,03.31.2010,Bojangles Coliseum,no,Main Event,12,31,4,5,0,0,33,31,,United States,,,
Roy Nelson vs Stefan Struve,Roy Nelson,Stefan Struve,UFC Fight Night 21: Florian vs Gomi,03.31.2010,Bojangles Coliseum,no,Co-Main Event,14,19,4,3,0,0,33,22,,United States,Netherlands,,
Jorge Rivera vs Nate Quarry,Jorge Rivera,Nate Quarry,UFC Fight Night 21: Florian vs Gomi,03.31.2010,Bojangles Coliseum,no,Main Card,18,12,7,3,0,0,38,38,,United States,,,
Ross Pearson vs Dennis Siver,Ross Pearson,Dennis Siver,UFC Fight Night 21: Florian vs Gomi,03.31.2010,Bojangles Coliseum,no,Main Card,10,15,3,6,0,0,25,31,,United Kingdom,,,
Andre Winner vs Rafaello Oliveira,Andre Winner,Rafaello Oliveira,UFC Fight Night 21: Florian vs Gomi,03.31.2010,Bojangles Coliseum,no,Preliminary Card,12,11,3,3,1,0,28,28,,United Kingdom,,,
Jacob Volkmann vs Ronys Torres,Jacob Volkmann,Ronys Torres,UFC Fight Night 21: Florian vs Gomi,03.31.2010,Bojangles Coliseum,no,Preliminary Card,9,14,2,2,0,0,29,23,,United States,,,
Nik Lentz vs Rob Emerson,Nik Lentz,Rob Emerson,UFC Fight Night 21: Florian vs Gomi,03.31.2010,Bojangles Coliseum,no,Preliminary Card,17,10,3,8,2,0,25,28,,United States,,,
Gleison Tibau vs Caol Uno,Gleison Tibau,Caol Uno,UFC Fight Night 21: Florian vs Gomi,03.31.2010,Bojangles Coliseum,no,Preliminary Card,22,25,6,12,0,5,26,34,,Brazil,,,
Yushin Okami vs Lucio Linhares,Yushin Okami,Lucio Linhares,UFC Fight Night 21: Florian vs Gomi,03.31.2010,Bojangles Coliseum,no,Preliminary Card,24,13,5,5,0,0,28,36,,Japan,,,
Gerald Harris vs Mario Miranda,Gerald Harris,Mario Miranda,UFC Fight Night 21: Florian vs Gomi,03.31.2010,Bojangles Coliseum,no,Preliminary Card,15,9,2,0,0,0,30,31,,United States,,,
Charlie Brenneman vs Jason High,Charlie Brenneman,Jason High,UFC Fight Night 21: Florian vs Gomi,03.31.2010,Bojangles Coliseum,no,Preliminary Card,11,9,1,2,0,0,29,28,,United States,,,
Georges St. Pierre vs Dan Hardy,Georges St. Pierre,Dan Hardy,UFC 111: St-Pierre vs Hardy,03.27.2010,Prudential Center,yes,Main Event,19,23,2,6,0,0,28,27,Held by St. Pierre,Canada,England,,
Shane Carwin vs Frank Mir,Shane Carwin,Frank Mir,UFC 111: St-Pierre vs Hardy,03.27.2010,Prudential Center,yes,Co-Main Event,11,13,0,4,0,0,35,30,Vacant,United States,,,
Kurt Pellegrino vs Fabrício Camões,Kurt Pellegrino,Fabrício Camões,UFC 111: St-Pierre vs Hardy,03.27.2010,Prudential Center,no,Main Card,15,11,4,5,0,1,30,31,,United States,,,
Jon Fitch vs Ben Saunders,Jon Fitch,Ben Saunders,UFC 111: St-Pierre vs Hardy,03.27.2010,Prudential Center,no,Main Card,22,8,3,1,0,2,32,26,,United States,,,
Jim Miller vs Mark Bocek,Jim Miller,Mark Bocek,UFC 111: St-Pierre vs Hardy,03.27.2010,Prudential Center,no,Main Card,16,8,2,2,0,0,26,28,,United States,,,
Nate Diaz vs Rory Markham,Nate Diaz,Rory Markham,UFC 111: St-Pierre vs Hardy,03.27.2010,Prudential Center,no,Preliminary Card,11,16,5,5,0,0,24,28,,United States,United States,,
Ricardo Almeida vs Matt Brown,Ricardo Almeida,Matt Brown,UFC 111: St-Pierre vs Hardy,03.27.2010,Prudential Center,no,Preliminary Card,11,11,3,7,0,0,33,29,,United States,,,
Rousimar Palhares vs Tomasz Drwal,Rousimar Palhares,Tomasz Drwal,UFC 111: St-Pierre vs Hardy,03.27.2010,Prudential Center,no,Preliminary Card,10,17,3,2,0,1,30,28,,Brazil,Poland,,
Jared Hamman vs Rodney Wallace,Jared Hamman,Rodney Wallace,UFC 111: St-Pierre vs Hardy,03.27.2010,Prudential Center,no,Preliminary Card,11,9,2,1,0,0,28,28,,United States,,,
Matt Riddle vs Greg Soto,Matt Riddle,Greg Soto,UFC 111: St-Pierre vs Hardy,03.27.2010,Prudential Center,no,Preliminary Card,3,7,1,0,0,0,24,23,,United States,,,
Jon Jones vs Brandon Vera,Jon Jones,Brandon Vera,UFC on Versus 1: Vera vs Jones,03.21.2010,The Odeum Colorado,no,Main Event,9,11,1,4,0,0,22,32,,United States,,,
Junior dos Santos vs Gabriel Gonzaga,Junior dos Santos,Gabriel Gonzaga,UFC on Versus 1: Vera vs Jones,03.21.2010,The Odeum Colorado,no,Co-Main Event,10,11,1,4,0,0,26,30,,Brazil,,,
Cheick Kongo vs Paul Buentello,Cheick Kongo,Paul Buentello,UFC on Versus 1: Vera vs Jones,03.21.2010,The Odeum Colorado,no,Main Card,14,27,6,11,1,0,34,36,,France,,,
Alessio Sakara vs James Irvin,Alessio Sakara,James Irvin,UFC on Versus 1: Vera vs Jones,03.21.2010,The Odeum Colorado,no,Main Card,14,14,7,5,0,0,28,31,,Italy,,,
Clay Guida vs Shannon Gugerty,Clay Guida,Shannon Gugerty,UFC on Versus 1: Vera vs Jones,03.21.2010,The Odeum Colorado,no,Preliminary Card,25,12,11,4,0,0,28,28,,United States,,,
Vladimir Matyushenko vs Eliot Marshall,Vladimir Matyushenko,Eliot Marshall,UFC on Versus 1: Vera vs Jones,03.21.2010,The Odeum Colorado,no,Preliminary Card,23,8,4,1,0,0,39,29,,Belarus,,,
Darren Elkins vs Duane Ludwig,Darren Elkins,Duane Ludwig,UFC on Versus 1: Vera vs Jones,03.21.2010,The Odeum Colorado,no,Preliminary Card,10,19,1,10,0,0,25,31,,United States,,,
John Howard vs Daniel Roberts,John Howard,Daniel Roberts,UFC on Versus 1: Vera vs Jones,03.21.2010,The Odeum Colorado,no,Preliminary Card,13,9,4,0,0,0,27,29,,United States,,,
Brendan Schaub vs Chase Gormley,Brendan Schaub,Chase Gormley,UFC on Versus 1: Vera vs Jones,03.21.2010,The Odeum Colorado,no,Preliminary Card,4,6,1,1,0,0,27,26,,United States,,,
Mike Pierce vs Julio Paulino,Mike Pierce,Julio Paulino,UFC on Versus 1: Vera vs Jones,03.21.2010,The Odeum Colorado,no,Preliminary Card,9,20,3,2,0,0,29,34,,United States,,,
Jason Brilz vs Eric Schafer,Jason Brilz,Eric Schafer,UFC on Versus 1: Vera vs Jones,03.21.2010,The Odeum Colorado,no,Preliminary Card,17,11,2,4,1,2,34,32,,United States,,,
Cain Velasquez vs Antônio Rodrigo Nogueira,Cain Velasquez,Antônio Rodrigo Nogueira,UFC 110: Nogueira vs. Velasquez,02.20.2010,Acer Arena,no,Main Event,7,32,0,5,0,1,27,33,,United States,,,
Wanderlei Silva vs Michael Bisping,Wanderlei Silva,Michael Bisping,UFC 110: Nogueira vs. Velasquez,02.20.2010,Acer Arena,no,Co-Main Event,32,18,10,2,1,0,33,30,,Brazil,,,
George Sotiropoulos vs Joe Stevenson,George Sotiropoulos,Joe Stevenson,UFC 110: Nogueira vs. Velasquez,02.20.2010,Acer Arena,no,Main Card,11,31,2,10,0,0,32,27,,Australia,,,
Ryan Bader vs Keith Jardine,Ryan Bader,Keith Jardine,UFC 110: Nogueira vs. Velasquez,02.20.2010,Acer Arena,no,Main Card,10,15,0,6,0,1,26,34,,United States,,,
Mirko Filipović vs Anthony Perosh,Mirko Filipović,Anthony Perosh,UFC 110: Nogueira vs. Velasquez,02.20.2010,Acer Arena,no,Main Card,25,10,7,5,2,0,35,37,,Croatia (Hrvatska),,,
Krzysztof Soszynski vs Stephan Bonnar,Krzysztof Soszynski,Stephan Bonnar,UFC 110: Nogueira vs. Velasquez,02.20.2010,Acer Arena,no,Preliminary Card,23,12,10,6,1,0,32,32,,Poland,,,
Chris Lytle vs Brian Foster,Chris Lytle,Brian Foster,UFC 110: Nogueira vs. Velasquez,02.20.2010,Acer Arena,no,Preliminary Card,27,14,17,4,5,0,35,25,,United States,,,
C.B. Dollaway vs Goran Reljić,C.B. Dollaway,Goran Reljić,UFC 110: Nogueira vs. Velasquez,02.20.2010,Acer Arena,no,Preliminary Card,9,8,2,0,0,0,26,25,,United States,,,
James Te Huna vs Igor Pokrajac,James Te Huna,Igor Pokrajac,UFC 110: Nogueira vs. Velasquez,02.20.2010,Acer Arena,no,Preliminary Card,11,21,4,6,0,0,28,31,,New Zealand,,,
Randy Couture vs Mark Coleman,Randy Couture,Mark Coleman,UFC 109: Relentless,02.06.2010,Mandalay Bay Events Center,no,Main Event,17,16,10,9,0,0,46,45,,United States,,,
Chael Sonnen vs Nate Marquardt,Chael Sonnen,Nate Marquardt,UFC 109: Relentless,02.06.2010,Mandalay Bay Events Center,no,Co-Main Event,24,29,10,8,1,2,32,30,,United States,,,
Paulo Thiago vs Mike Swick,Paulo Thiago,Mike Swick,UFC 109: Relentless,02.06.2010,Mandalay Bay Events Center,no,Main Card,12,14,1,3,0,0,29,30,,Brazil,,,
Demian Maia vs Dan Miller,Demian Maia,Dan Miller,UFC 109: Relentless,02.06.2010,Mandalay Bay Events Center,no,Main Card,11,11,1,2,0,0,32,28,,Brazil,,,
Matt Serra vs Frank Trigg,Matt Serra,Frank Trigg,UFC 109: Relentless,02.06.2010,Mandalay Bay Events Center,no,Main Card,10,19,6,7,0,0,35,37,,United States,,,
Mac Danzig vs Justin Buchholz,Mac Danzig,Justin Buchholz,UFC 109: Relentless,02.06.2010,Mandalay Bay Events Center,no,Preliminary Card,18,9,7,4,1,0,30,26,,United States,,,
Melvin Guillard vs Ronys Torres,Melvin Guillard,Ronys Torres,UFC 109: Relentless,02.06.2010,Mandalay Bay Events Center,no,Preliminary Card,24,14,8,1,2,0,26,23,,United States,,,
Rob Emerson vs Phillipe Nover,Rob Emerson,Phillipe Nover,UFC 109: Relentless,02.06.2010,Mandalay Bay Events Center,no,Preliminary Card,9,5,8,2,0,1,28,26,,United States,,,
Phil Davis vs Brian Stann,Phil Davis,Brian Stann,UFC 109: Relentless,02.06.2010,Mandalay Bay Events Center,no,Preliminary Card,4,8,0,2,0,0,25,29,,United States,,,
Chris Tuchscherer vs Tim Hague,Chris Tuchscherer,Tim Hague,UFC 109: Relentless,02.06.2010,Mandalay Bay Events Center,no,Preliminary Card,20,10,2,2,0,0,34,26,,United States,,,
Joey Beltran vs Rolles Gracie,Joey Beltran,Rolles Gracie,UFC 109: Relentless,02.06.2010,Mandalay Bay Events Center,no,Preliminary Card,10,3,3,0,0,0,28,31,,United States,,,
Gray Maynard vs Nate Diaz,Gray Maynard,Nate Diaz,UFC Fight Night 20: Maynard vs Diaz,01.11.2010,Patriot Center,no,Main Event,8,11,0,4,0,0,30,24,,United States,United States,,
Evan Dunham vs Efrain Escudero,Evan Dunham,Efrain Escudero,UFC Fight Night 20: Maynard vs Diaz,01.11.2010,Patriot Center,no,Co-Main Event,9,12,0,0,0,0,28,23,,United States,,,
Aaron Simpson vs Tom Lawlor,Aaron Simpson,Tom Lawlor,UFC Fight Night 20: Maynard vs Diaz,01.11.2010,Patriot Center,no,Main Card,7,6,0,1,0,0,35,26,,United States,,,
Amir Sadollah vs Brad Blackburn,Amir Sadollah,Brad Blackburn,UFC Fight Night 20: Maynard vs Diaz,01.11.2010,Patriot Center,no,Main Card,2,12,1,8,0,0,29,32,,United States,,,
Chris Leben vs Jay Silva,Chris Leben,Jay Silva,UFC Fight Night 20: Maynard vs Diaz,01.11.2010,Patriot Center,no,Preliminary Card,17,5,7,2,0,0,29,28,,United States,Brazil,,
Rick Story vs Jesse Lennox,Rick Story,Jesse Lennox,UFC Fight Night 20: Maynard vs Diaz,01.11.2010,Patriot Center,no,Preliminary Card,8,15,3,1,0,0,25,27,,United States,,,
Nik Lentz vs Thiago Tavares,,,UFC Fight Night 20: Maynard vs Diaz,01.11.2010,Patriot Center,no,Preliminary Card,17,14,3,3,1,0,25,25,,United States,,,
Rory MacDonald vs Mike Guymon,Rory MacDonald,Mike Guymon,UFC Fight Night 20: Maynard vs Diaz,01.11.2010,Patriot Center,no,Preliminary Card,9,11,0,2,0,1,20,35,,Canada,United States,,
Rafael dos Anjos vs Kyle Bradley,Rafael dos Anjos,Kyle Bradley,UFC Fight Night 20: Maynard vs Diaz,01.11.2010,Patriot Center,no,Preliminary Card,12,14,4,6,0,0,25,27,,Brazil,United States,,
Gerald Harris vs John Salter,Gerald Harris,John Salter,UFC Fight Night 20: Maynard vs Diaz,01.11.2010,Patriot Center,no,Preliminary Card,14,4,2,0,0,0,30,24,,United States,,,
