name,nickname,wins_x,losses_x,draws_x,height_x,weight_x,reach_x,stance_x,dOB_x,sig_strikes_landed_per_min_x,sig_striking_accuracy_%_x,sig_strike_absorbed_per_min_x,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent)_x,takedown_average(average_takedown_landed_per_fifteen_min)_x,takedown_accuracy_%_x,takedown_defense(%_of_opponent_takedown_not_landed)_x,sub_average(average_subs_attempted_per_15_mins)_x,wins_y,losses_y,draws_y,height_y,reach_y,age,nation,sig_str_accuracy,sig_str_totals,takedown_accuracy,takedown_totals,sig_str_per_minute,takedown_avg_per_fifteen,sig_str_defense,knockdown_avg,sig_str_absorbed_per_min,submission_avg_per_fifteen,takedown_defense,avg_fight_time,_merge,wins,losses,draws,height,weight_y,reach,stance_y,dOB_y,sig_strikes_landed_per_min_y,sig_striking_accuracy_%_y,sig_strike_absorbed_per_min_y,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent)_y,takedown_average(average_takedown_landed_per_fifteen_min)_y,takedown_accuracy_%_y,takedown_defense(%_of_opponent_takedown_not_landed)_y,sub_average(average_subs_attempted_per_15_mins)_y
David Mitchell,Daudi,22.0,7.0,0,"6' 0""",170 lbs.,"75""",Orthodox,24-Oct-79,1.74,32%,2.06,55%,0.66,50%,29%,2.0,,,,,,,,,,,,,,,,,,,,left_only,22,7,0,"6' 0""",170 lbs.,"75""",Orthodox,24-Oct-79,1.74,32%,2.06,55%,0.66,50%,29%,2.0
David Rasouri,!,2.0,3.0,0,"5' 7""",155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,2,3,0,"5' 7""",155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
David Roberts,!,5.0,8.0,0,"6' 1""",170 lbs.,--,Orthodox,15-Nov-75,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,8,0,"6' 1""",170 lbs.,--,Orthodox,15-Nov-75,0.0,0%,0.0,0%,0.0,0%,0%,0.0
David Smith,!,5.0,1.0,0,--,155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,1,0,--,155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Dayana Silva,!,7.0,4.0,0,"5' 7""",135 lbs.,--,Orthodox,27-Aug-90,6.33,51%,5.93,57%,0.0,0%,42%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,4,0,"5' 7""",135 lbs.,--,Orthodox,27-Aug-90,6.33,51%,5.93,57%,0.0,0%,42%,0.0
DeMarco Villalona,!,1.0,3.0,0,"5' 9""",185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,3,0,"5' 9""",185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Dean Hancock,The Hammer,2.0,1.0,0,--,155 lbs.,--,,--,7.97,63%,1.94,67%,1.71,33%,75%,1.7,,,,,,,,,,,,,,,,,,,,left_only,2,1,0,--,155 lbs.,--,,--,7.97,63%,1.94,67%,1.71,33%,75%,1.7
Deividas Taurosevicius,!,17.0,5.0,0,"5' 9""",145 lbs.,"68""",Southpaw,28-Aug-77,2.13,43%,1.82,59%,2.0,28%,50%,0.3,,,,,,,,,,,,,,,,,,,,left_only,17,5,0,"5' 9""",145 lbs.,"68""",Southpaw,28-Aug-77,2.13,43%,1.82,59%,2.0,28%,50%,0.3
Del Hawkins,The Filipino Delight,22.0,17.0,0,"5' 5""",135 lbs.,--,Orthodox,--,1.15,27%,2.01,46%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,22,17,0,"5' 5""",135 lbs.,--,Orthodox,--,1.15,27%,2.01,46%,0.0,0%,0%,0.0
Demetrius Gioulacos,!,0.0,1.0,0,"5' 11""",185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,1,0,"5' 11""",185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Denis Sobolev,!,4.0,7.0,0,"6' 3""",216 lbs.,--,Orthodox,--,0.0,0%,5.45,33%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,4,7,0,"6' 3""",216 lbs.,--,Orthodox,--,0.0,0%,5.45,33%,0.0,0%,0%,0.0
Dennis Dombrow,!,7.0,5.0,0 (1 NC),--,145 lbs.,--,,17-Mar-86,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,5,0 (1 NC),--,145 lbs.,--,,17-Mar-86,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Dennis Olson,!,14.0,11.0,0,"6' 0""",170 lbs.,--,,--,1.02,42%,5.27,38%,2.77,40%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,14,11,0,"6' 0""",170 lbs.,--,,--,1.02,42%,5.27,38%,2.77,40%,0%,0.0
Dennis Reed,!,45.0,62.0,1,--,205 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,45,62,1,--,205 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Derek Anderson,Barbaric,14.0,3.0,0 (1 NC),"6' 0""",155 lbs.,--,,2-Feb-90,3.97,37%,3.08,61%,0.34,14%,60%,0.0,,,,,,,,,,,,,,,,,,,,left_only,14,3,0 (1 NC),"6' 0""",155 lbs.,--,,2-Feb-90,3.97,37%,3.08,61%,0.34,14%,60%,0.0
Derek Bohi,Marshmallow,8.0,5.0,0,"6' 4""",260 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,8,5,0,"6' 4""",260 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Derek Campos,The Stallion,19.0,6.0,0,"5' 9""",155 lbs.,--,,1-Apr-88,2.41,23%,10.34,44%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,19,6,0,"5' 9""",155 lbs.,--,,1-Apr-88,2.41,23%,10.34,44%,0.0,0%,0%,0.0
Derek Getzel,The Pretzel,8.0,5.0,0,"6' 0""",155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,8,5,0,"6' 0""",155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Derrick Burnsed,!,1.0,0.0,3,--,155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,0,3,--,155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Derrick Mehmen,Caveman,19.0,9.0,0,"6' 4""",205 lbs.,--,,30-May-85,1.93,14%,4.53,48%,1.0,16%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,19,9,0,"6' 4""",205 lbs.,--,,30-May-85,1.93,14%,4.53,48%,1.0,16%,0%,0.0
Derrick Noble,The Eraser,27.0,15.0,1,"5' 9""",170 lbs.,--,Southpaw,14-Aug-78,6.21,40%,3.79,59%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,27,15,1,"5' 9""",170 lbs.,--,Southpaw,14-Aug-78,6.21,40%,3.79,59%,0.0,0%,0%,0.0
Deshaun Johnson,!,6.0,9.0,0,--,167 lbs.,--,,--,2.27,41%,6.67,43%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,9,0,--,167 lbs.,--,,--,2.27,41%,6.67,43%,0.0,0%,0%,0.0
Devin Cole,!,20.0,10.0,1,"6' 4""",240 lbs.,--,Orthodox,1-Oct-76,3.5,55%,2.14,48%,2.18,42%,66%,0.0,,,,,,,,,,,,,,,,,,,,left_only,20,10,1,"6' 4""",240 lbs.,--,Orthodox,1-Oct-76,3.5,55%,2.14,48%,2.18,42%,66%,0.0
Devin Johnson,!,1.0,1.0,1,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,1,1,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Dewey Cooper,The Black Cobra,2.0,1.0,0,--,205 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,2,1,0,--,205 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Dhafir Harris,Dada ,2.0,0.0,0 (1 NC),--,257 lbs.,--,,4-Aug-77,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,2,0,0 (1 NC),--,257 lbs.,--,,4-Aug-77,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Dillon Smith,!,0.0,0.0,0,"6' 0""",170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,0,0,"6' 0""",170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Dimitiri Wanderley,!,5.0,2.0,0,--,205 lbs.,--,Orthodox,--,0.92,25%,4.31,30%,1.16,20%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,2,0,--,205 lbs.,--,Orthodox,--,0.92,25%,4.31,30%,1.16,20%,0%,0.0
Dinis Paiva Jr,Sweetbread,13.0,8.0,0,"5' 9""",145 lbs.,"71""",Southpaw,26-May-88,2.6,41%,2.73,67%,0.0,0%,81%,0.0,,,,,,,,,,,,,,,,,,,,left_only,13,8,0,"5' 9""",145 lbs.,"71""",Southpaw,26-May-88,2.6,41%,2.73,67%,0.0,0%,81%,0.0
Dino Pezao,!,1.0,3.0,0,--,205 lbs.,--,Orthodox,--,0.66,30%,3.28,31%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,3,0,--,205 lbs.,--,Orthodox,--,0.66,30%,3.28,31%,0.0,0%,0%,0.0
Dione Barbosa,The Witch,6.0,2.0,0,"5' 6""",125 lbs.,"66""",Orthodox,8-May-92,0.87,50%,0.65,66%,3.27,100%,0%,9.8,,,,,,,,,,,,,,,,,,,,left_only,6,2,0,"5' 6""",125 lbs.,"66""",Orthodox,8-May-92,0.87,50%,0.65,66%,3.27,100%,0%,9.8
Dmitri Stepanov,!,0.0,1.0,0,"6' 3""",217 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,1,0,"6' 3""",217 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Dokonjonosuke Mishima,!,21.0,7.0,2,"5' 7""",155 lbs.,--,Southpaw,19-Apr-72,1.06,41%,1.22,52%,2.47,40%,25%,1.4,,,,,,,,,,,,,,,,,,,,left_only,21,7,2,"5' 7""",155 lbs.,--,Southpaw,19-Apr-72,1.06,41%,1.22,52%,2.47,40%,25%,1.4
Dominic Brown,!,16.0,23.0,0,"5' 11""",190 lbs.,--,,4-Jun-82,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,16,23,0,"5' 11""",190 lbs.,--,,4-Jun-82,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Dominic Clark,!,10.0,7.0,0,"5' 10""",155 lbs.,--,,1-Aug-85,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,10,7,0,"5' 10""",155 lbs.,--,,1-Aug-85,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Don CarloClauss,!,10.0,7.0,0,--,170 lbs.,--,,--,1.44,30%,7.68,43%,0.0,0%,66%,0.0,,,,,,,,,,,,,,,,,,,,left_only,10,7,0,--,170 lbs.,--,,--,1.44,30%,7.68,43%,0.0,0%,66%,0.0
Donald Sanchez,!,31.0,17.0,0,"5' 10""",145 lbs.,--,,18-Aug-84,0.58,50%,1.16,55%,0.0,0%,50%,0.0,,,,,,,,,,,,,,,,,,,,left_only,31,17,0,"5' 10""",145 lbs.,--,,18-Aug-84,0.58,50%,1.16,55%,0.0,0%,50%,0.0
Dong Sik Yoon,!,9.0,9.0,0,"6' 0""",185 lbs.,--,Orthodox,24-Aug-72,0.99,36%,2.33,51%,1.6,29%,33%,1.3,,,,,,,,,,,,,,,,,,,,left_only,9,9,0,"6' 0""",185 lbs.,--,Orthodox,24-Aug-72,0.99,36%,2.33,51%,1.6,29%,33%,1.3
Donnie Liles,!,17.0,7.0,0,"5' 9""",170 lbs.,--,Orthodox,--,2.25,41%,1.75,65%,2.5,28%,0%,1.2,,,,,,,,,,,,,,,,,,,,left_only,17,7,0,"5' 9""",170 lbs.,--,Orthodox,--,2.25,41%,1.75,65%,2.5,28%,0%,1.2
Donovan Beard,The Highlight Reel,7.0,2.0,0,"6' 2""",185 lbs.,"78""",Orthodox,5-Nov-89,0.0,0%,5.77,28%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,2,0,"6' 2""",185 lbs.,"78""",Orthodox,5-Nov-89,0.0,0%,5.77,28%,0.0,0%,0%,0.0
Dos Caras Jr,!,9.0,5.0,0,"6' 4""",225 lbs.,--,Orthodox,25-May-77,0.77,23%,1.2,59%,0.0,0%,72%,0.0,,,,,,,,,,,,,,,,,,,,left_only,9,5,0,"6' 4""",225 lbs.,--,Orthodox,25-May-77,0.77,23%,1.2,59%,0.0,0%,72%,0.0
Doug Kay,!,0.0,0.0,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,0,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Douglas Lima,The Phenom,29.0,6.0,0,"6' 1""",170 lbs.,--,,5-Jan-88,1.92,36%,2.84,60%,0.6,100%,46%,0.0,,,,,,,,,,,,,,,,,,,,left_only,29,6,0,"6' 1""",170 lbs.,--,,5-Jan-88,1.92,36%,2.84,60%,0.6,100%,46%,0.0
Drew Brokenshire,!,16.0,6.0,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,16,6,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Drew Dimanlig,!,3.0,4.0,0,--,185 lbs.,--,,--,3.7,73%,3.17,20%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,3,4,0,--,185 lbs.,--,,--,3.7,73%,3.17,20%,0.0,0%,0%,0.0
Drew Pendleton,!,5.0,0.0,0,--,145 lbs.,--,,8-Dec-83,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,0,0,--,145 lbs.,--,,8-Dec-83,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Dusko Todorovic,Thunder,12.0,4.0,0,"6' 1""",185 lbs.,"74""",Orthodox,19-May-94,5.54,57%,4.55,46%,0.96,12%,45%,0.0,,,,,,,,,,,,,,,,,,,,left_only,12,4,0,"6' 1""",185 lbs.,"74""",Orthodox,19-May-94,5.54,57%,4.55,46%,0.96,12%,45%,0.0
Dustin Moore,!,0.0,2.0,0,"5' 4""",125 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,2,0,"5' 4""",125 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Dustin Neace,The Beast,25.0,21.0,1 (1 NC),"5' 9""",145 lbs.,--,,12-Sep-86,2.08,32%,2.66,56%,0.0,0%,0%,1.7,,,,,,,,,,,,,,,,,,,,left_only,25,21,1 (1 NC),"5' 9""",145 lbs.,--,,12-Sep-86,2.08,32%,2.66,56%,0.0,0%,0%,1.7
Dustin West,!,6.0,6.0,0,"5' 11""",170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,6,0,"5' 11""",170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Dwayne Cason,!,1.0,1.0,0,"5' 10""",212 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,1,0,"5' 10""",212 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Dylan Budka,The Mindless Hulk,7.0,2.0,0,"6' 0""",185 lbs.,"75""",Switch,14-Jan-00,1.47,66%,0.73,52%,2.0,28%,100%,1.0,,,,,,,,,,,,,,,,,,,,left_only,7,2,0,"6' 0""",185 lbs.,"75""",Switch,14-Jan-00,1.47,66%,0.73,52%,2.0,28%,100%,1.0
Dylan Mantello,The Quiet Man,7.0,3.0,0,"6' 1""",155 lbs.,"73""",Orthodox,19-Nov-92,5.93,56%,9.42,53%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,3,0,"6' 1""",155 lbs.,"73""",Orthodox,19-Nov-92,5.93,56%,9.42,53%,0.0,0%,0%,0.0
Ebenezer Fontes Braga,Pitbull,13.0,7.0,2,"6' 0""",199 lbs.,--,Orthodox,14-Apr-69,2.42,50%,0.42,71%,0.0,0%,90%,0.6,,,,,,,,,,,,,,,,,,,,left_only,13,7,2,"6' 0""",199 lbs.,--,Orthodox,14-Apr-69,2.42,50%,0.42,71%,0.0,0%,90%,0.6
Ed Ratcliff,mm,7.0,3.0,0,"5' 10""",155 lbs.,"71""",Orthodox,5-Mar-83,2.71,38%,2.96,63%,0.28,16%,53%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,3,0,"5' 10""",155 lbs.,"71""",Orthodox,5-Mar-83,2.71,38%,2.96,63%,0.28,16%,53%,0.0
Eddie Mendez,!,8.0,3.0,1 (1 NC),"5' 10""",185 lbs.,--,,16-Jan-84,1.71,33%,3.43,11%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,8,3,1 (1 NC),"5' 10""",185 lbs.,--,,16-Jan-84,1.71,33%,3.43,11%,0.0,0%,0%,0.0
Eddy Ellis,Fast,21.0,16.0,1 (1 NC),"5' 9""",170 lbs.,--,Orthodox,--,3.4,69%,1.53,68%,4.0,66%,50%,2.0,,,,,,,,,,,,,,,,,,,,left_only,21,16,1 (1 NC),"5' 9""",170 lbs.,--,Orthodox,--,3.4,69%,1.53,68%,4.0,66%,50%,2.0
Eddy Millis,!,0.0,2.0,0,"6' 1""",185 lbs.,--,,--,0.0,0%,3.36,22%,0.0,0%,0%,7.2,,,,,,,,,,,,,,,,,,,,left_only,0,2,0,"6' 1""",185 lbs.,--,,--,0.0,0%,3.36,22%,0.0,0%,0%,7.2
Edgar Cardenas,Kitty Katt,4.0,1.0,0,--,145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,4,1,0,--,145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Edilberto de Oliveira,Crocota,29.0,15.0,2,"6' 0""",170 lbs.,--,Orthodox,22-Nov-82,4.12,32%,6.79,61%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,29,15,2,"6' 0""",170 lbs.,--,Orthodox,22-Nov-82,4.12,32%,6.79,61%,0.0,0%,0%,0.0
Edimilson Souza,Kevin,15.0,5.0,0,"6' 0""",145 lbs.,"74""",Orthodox,17-Oct-84,4.65,44%,2.91,58%,0.0,0%,50%,0.0,,,,,,,,,,,,,,,,,,,,left_only,15,5,0,"6' 0""",145 lbs.,"74""",Orthodox,17-Oct-84,4.65,44%,2.91,58%,0.0,0%,50%,0.0
Edson Berto,Little Tiger,17.0,12.0,1,"5' 6""",155 lbs.,--,Orthodox,5-Jul-83,1.76,36%,4.62,47%,5.47,40%,0%,2.7,,,,,,,,,,,,,,,,,,,,left_only,17,12,1,"5' 6""",155 lbs.,--,Orthodox,5-Jul-83,1.76,36%,4.62,47%,5.47,40%,0%,2.7
Edson Drago,!,11.0,7.0,0,"6' 4""",220 lbs.,--,Orthodox,29-Aug-77,1.16,40%,2.39,36%,0.0,0%,55%,0.0,,,,,,,,,,,,,,,,,,,,left_only,11,7,0,"6' 4""",220 lbs.,--,Orthodox,29-Aug-77,1.16,40%,2.39,36%,0.0,0%,55%,0.0
Edson Silva,Paredao,14.0,12.0,0 (1 NC),--,205 lbs.,--,Orthodox,--,2.69,14%,5.37,50%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,14,12,0 (1 NC),--,205 lbs.,--,Orthodox,--,2.69,14%,5.37,50%,0.0,0%,0%,0.0
Eduarda Moura,Ronda,10.0,0.0,0,"5' 6""",115 lbs.,"66""",Orthodox,28-Feb-94,5.61,67%,0.45,80%,5.34,100%,0%,1.3,,,,,,,,,,,,,,,,,,,,left_only,10,0,0,"5' 6""",115 lbs.,"66""",Orthodox,28-Feb-94,5.61,67%,0.45,80%,5.34,100%,0%,1.3
Eduardo Bustillos,!,5.0,3.0,0,"5' 8""",135 lbs.,--,,2-Jun-87,2.61,59%,6.22,35%,0.0,0%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,3,0,"5' 8""",135 lbs.,--,,2-Jun-87,2.61,59%,6.22,35%,0.0,0%,100%,0.0
Eduardo Dantas,Dudu,20.0,4.0,0,"5' 10""",135 lbs.,--,,3-Feb-89,3.33,60%,3.0,60%,4.0,23%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,20,4,0,"5' 10""",135 lbs.,--,,3-Feb-89,3.33,60%,3.0,60%,4.0,23%,100%,0.0
Eduardo Garagorri,!,13.0,2.0,0,"5' 9""",145 lbs.,"70""",Orthodox,28-May-89,3.42,51%,2.36,58%,0.48,100%,61%,0.0,,,,,,,,,,,,,,,,,,,,left_only,13,2,0,"5' 9""",145 lbs.,"70""",Orthodox,28-May-89,3.42,51%,2.36,58%,0.48,100%,61%,0.0
Eduardo Neves,Bebezao,7.0,2.0,0,"6' 2""",263 lbs.,"78""",Orthodox,16-Mar-00,7.69,65%,6.15,55%,5.77,66%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,2,0,"6' 2""",263 lbs.,"78""",Orthodox,16-Mar-00,7.69,65%,6.15,55%,5.77,66%,0%,0.0
Eduardo Pamplona,!,16.0,4.0,0,"5' 11""",170 lbs.,--,,20-Feb-73,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,16,4,0,"5' 11""",170 lbs.,--,,20-Feb-73,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Eduardo Torres Caut,Cyborg,16.0,2.0,0,"5' 7""",135 lbs.,"70""",Orthodox,26-Apr-95,1.1,34%,1.24,65%,2.06,33%,50%,0.0,,,,,,,,,,,,,,,,,,,,left_only,16,2,0,"5' 7""",135 lbs.,"70""",Orthodox,26-Apr-95,1.1,34%,1.24,65%,2.06,33%,50%,0.0
Edwin Aguilar,Tigre,26.0,19.0,0 (1 NC),"5' 10""",185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,26,19,0 (1 NC),"5' 10""",185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Edwin DeWees,Babyface,38.0,17.0,0 (1 NC),"6' 1""",185 lbs.,--,Orthodox,7-Aug-82,1.53,33%,6.19,39%,2.18,66%,0%,3.3,,,,,,,,,,,,,,,,,,,,left_only,38,17,0 (1 NC),"6' 1""",185 lbs.,--,Orthodox,7-Aug-82,1.53,33%,6.19,39%,2.18,66%,0%,3.3
Egan Inoue,!,13.0,8.0,0,"5' 9""",190 lbs.,--,Southpaw,4-Jul-65,1.66,36%,3.31,57%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,13,8,0,"5' 9""",190 lbs.,--,Southpaw,4-Jul-65,1.66,36%,3.31,57%,0.0,0%,0%,0.0
Egidijus Valavicius,!,29.0,12.0,0,"6' 0""",200 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,29,12,0,"6' 0""",200 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Eiji Ishikawa,!,29.0,24.0,3,"5' 10""",170 lbs.,--,,12-Oct-79,1.2,29%,4.07,60%,1.0,9%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,29,24,3,"5' 10""",170 lbs.,--,,12-Oct-79,1.2,29%,4.07,60%,1.0,9%,0%,0.0
Eiji Mitsuoka,!,18.0,9.0,2,"5' 7""",145 lbs.,--,Southpaw,1-Jan-76,1.49,49%,2.26,45%,2.3,36%,20%,1.6,,,,,,,,,,,,,,,,,,,,left_only,18,9,2,"5' 7""",145 lbs.,--,Southpaw,1-Jan-76,1.49,49%,2.26,45%,2.3,36%,20%,1.6
Elaina Maxwell,Beef,7.0,4.0,0,"5' 8""",145 lbs.,--,Orthodox,16-Dec-78,2.07,60%,2.4,53%,0.0,0%,50%,1.0,,,,,,,,,,,,,,,,,,,,left_only,7,4,0,"5' 8""",145 lbs.,--,Orthodox,16-Dec-78,2.07,60%,2.4,53%,0.0,0%,50%,1.0
Eldari Kurtanidze,!,0.0,1.0,0,"5' 6""",235 lbs.,--,Orthodox,16-Apr-72,0.47,20%,3.72,60%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,1,0,"5' 6""",235 lbs.,--,Orthodox,16-Apr-72,0.47,20%,3.72,60%,0.0,0%,0%,0.0
Eli Tamez,Tomahawk,10.0,0.0,0,"5' 7""",135 lbs.,--,,22-Aug-85,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,10,0,0,"5' 7""",135 lbs.,--,,22-Aug-85,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Elisha Helsper,Knuckles,0.0,4.0,0,"5' 6""",135 lbs.,--,Orthodox,6-Feb-83,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,4,0,"5' 6""",135 lbs.,--,Orthodox,6-Feb-83,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Elvis Mutapcic,The King,15.0,6.0,1,"6' 0""",185 lbs.,"72""",Orthodox,19-Jul-86,3.41,40%,4.27,38%,0.0,0%,81%,0.0,,,,,,,,,,,,,,,,,,,,left_only,15,6,1,"6' 0""",185 lbs.,"72""",Orthodox,19-Jul-86,3.41,40%,4.27,38%,0.0,0%,81%,0.0
Emanuel Newton,The Hardcore Kid,26.0,12.0,1,"6' 1""",205 lbs.,--,,2-Jan-84,1.92,49%,1.35,51%,2.02,100%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,26,12,1,"6' 1""",205 lbs.,--,,2-Jan-84,1.92,49%,1.35,51%,2.02,100%,0%,0.0
Emiliano Linares,Golden Bull,8.0,2.0,0,"5' 8""",145 lbs.,"72""",Orthodox,21-Apr-97,1.17,28%,3.59,26%,0.0,0%,33%,0.0,,,,,,,,,,,,,,,,,,,,left_only,8,2,0,"5' 8""",145 lbs.,"72""",Orthodox,21-Apr-97,1.17,28%,3.59,26%,0.0,0%,33%,0.0
Emilio Chavez,!,12.0,9.0,0,"5' 9""",145 lbs.,--,,--,2.73,48%,1.53,54%,3.0,50%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,12,9,0,"5' 9""",145 lbs.,--,,--,2.73,48%,1.53,54%,3.0,50%,0%,0.0
