name,nickname,wins_x,losses_x,draws_x,height_x,weight_x,reach_x,stance_x,dOB_x,sig_strikes_landed_per_min_x,sig_striking_accuracy_%_x,sig_strike_absorbed_per_min_x,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent)_x,takedown_average(average_takedown_landed_per_fifteen_min)_x,takedown_accuracy_%_x,takedown_defense(%_of_opponent_takedown_not_landed)_x,sub_average(average_subs_attempted_per_15_mins)_x,wins_y,losses_y,draws_y,height_y,reach_y,age,nation,sig_str_accuracy,sig_str_totals,takedown_accuracy,takedown_totals,sig_str_per_minute,takedown_avg_per_fifteen,sig_str_defense,knockdown_avg,sig_str_absorbed_per_min,submission_avg_per_fifteen,takedown_defense,avg_fight_time,_merge,wins,losses,draws,height,weight_y,reach,stance_y,dOB_y,sig_strikes_landed_per_min_y,sig_striking_accuracy_%_y,sig_strike_absorbed_per_min_y,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent)_y,takedown_average(average_takedown_landed_per_fifteen_min)_y,takedown_accuracy_%_y,takedown_defense(%_of_opponent_takedown_not_landed)_y,sub_average(average_subs_attempted_per_15_mins)_y
Robert Peralta,Problems,18.0,8.0,0 (1 NC),"5' 8""",145 lbs.,"71""",Orthodox,14-Mar-86,3.76,44%,2.97,53%,0.59,66%,65%,0.0,,,,,,,,,,,,,,,,,,,,left_only,18,8,0 (1 NC),"5' 8""",145 lbs.,"71""",Orthodox,14-Mar-86,3.76,44%,2.97,53%,0.59,66%,65%,0.0
Robert Sanchez,Littlefury,8.0,2.0,0,"5' 6""",125 lbs.,"66""",Orthodox,5-Mar-86,0.96,40%,1.78,46%,3.61,62%,50%,0.7,,,,,,,,,,,,,,,,,,,,left_only,8,2,0,"5' 6""",125 lbs.,"66""",Orthodox,5-Mar-86,0.96,40%,1.78,46%,3.61,62%,50%,0.7
Robert Whiteford,The Hammer,14.0,4.0,0,"5' 9""",145 lbs.,"69""",Southpaw,12-Apr-83,2.33,46%,1.99,62%,1.9,30%,45%,0.0,,,,,,,,,,,,,,,,,,,,left_only,14,4,0,"5' 9""",145 lbs.,"69""",Southpaw,12-Apr-83,2.33,46%,1.99,62%,1.9,30%,45%,0.0
Roberta Rovel,Crusher,4.0,1.0,0,"5' 8""",145 lbs.,--,,--,0.87,46%,3.0,26%,0.0,0%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,4,1,0,"5' 8""",145 lbs.,--,,--,0.87,46%,3.0,26%,0.0,0%,100%,0.0
Rocky Long,!,21.0,37.0,1,--,145 lbs.,--,,18-Feb-78,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,21,37,1,--,145 lbs.,--,,18-Feb-78,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Rodney Faverus,!,25.0,20.0,3 (1 NC),"6' 0""",215 lbs.,--,Southpaw,--,2.3,53%,1.6,54%,4.5,100%,25%,0.0,,,,,,,,,,,,,,,,,,,,left_only,25,20,3 (1 NC),"6' 0""",215 lbs.,--,Southpaw,--,2.3,53%,1.6,54%,4.5,100%,25%,0.0
Rodolfo Marques Diniz,!,23.0,9.0,1,"5' 6""",135 lbs.,--,,23-Jan-84,1.08,32%,2.36,33%,0.0,0%,50%,1.8,,,,,,,,,,,,,,,,,,,,left_only,23,9,1,"5' 6""",135 lbs.,--,,23-Jan-84,1.08,32%,2.36,33%,0.0,0%,50%,1.8
Rodolfo Rubio Perez,Fito,10.0,16.0,1,"5' 5""",145 lbs.,--,Orthodox,29-Jan-87,1.13,36%,1.0,62%,2.0,33%,33%,0.0,,,,,,,,,,,,,,,,,,,,left_only,10,16,1,"5' 5""",145 lbs.,--,Orthodox,29-Jan-87,1.13,36%,1.0,62%,2.0,33%,33%,0.0
Rodrigo Gracie,!,6.0,2.0,1,"6' 0""",183 lbs.,--,Orthodox,11-Apr-75,1.34,51%,0.86,46%,1.49,50%,75%,0.4,,,,,,,,,,,,,,,,,,,,left_only,6,2,1,"6' 0""",183 lbs.,--,Orthodox,11-Apr-75,1.34,51%,0.86,46%,1.49,50%,75%,0.4
Rodrigo Gripp de Sousa,Riscado,7.0,9.0,0,"5' 11""",205 lbs.,--,Orthodox,--,0.48,23%,4.81,52%,0.0,0%,0%,9.6,,,,,,,,,,,,,,,,,,,,left_only,7,9,0,"5' 11""",205 lbs.,--,Orthodox,--,0.48,23%,4.81,52%,0.0,0%,0%,9.6
Rodrigo Nascimento,Ze Colmeia,11.0,1.0,0 (1 NC),"6' 2""",246 lbs.,"80""",Orthodox,26-Nov-92,4.31,48%,4.76,43%,1.2,33%,77%,0.7,,,,,,,,,,,,,,,,,,,,left_only,11,1,0 (1 NC),"6' 2""",246 lbs.,"80""",Orthodox,26-Nov-92,4.31,48%,4.76,43%,1.2,33%,77%,0.7
Roger Carroll,The Leprechaun,16.0,14.0,0,"5' 10""",170 lbs.,--,,--,7.62,61%,10.48,43%,0.0,0%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,16,14,0,"5' 10""",170 lbs.,--,,--,7.62,61%,10.48,43%,0.0,0%,100%,0.0
Roger Narvaez,Silverback,8.0,3.0,0,"6' 3""",185 lbs.,--,Southpaw,9-Sep-83,2.12,37%,3.32,64%,0.0,0%,50%,0.9,,,,,,,,,,,,,,,,,,,,left_only,8,3,0,"6' 3""",185 lbs.,--,Southpaw,9-Sep-83,2.12,37%,3.32,64%,0.0,0%,50%,0.9
Rogerio Nogueira,Minotouro,23.0,10.0,0,"6' 2""",205 lbs.,"75""",Southpaw,2-Jun-76,2.43,35%,2.34,59%,0.64,44%,62%,0.8,,,,,,,,,,,,,,,,,,,,left_only,23,10,0,"6' 2""",205 lbs.,"75""",Southpaw,2-Jun-76,2.43,35%,2.34,59%,0.64,44%,62%,0.8
Rolando Perez,!,7.0,5.0,2,"5' 8""",135 lbs.,--,Orthodox,--,4.23,36%,4.83,63%,0.0,0%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,5,2,"5' 8""",135 lbs.,--,Orthodox,--,4.23,36%,4.83,63%,0.0,0%,100%,0.0
Roman BravoYoung,!,0.0,1.0,0,--,205 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,1,0,--,205 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Roman Mitichyan,!,8.0,3.0,0,"5' 10""",170 lbs.,--,Orthodox,4-Sep-78,0.26,16%,2.7,43%,1.93,100%,25%,1.9,,,,,,,,,,,,,,,,,,,,left_only,8,3,0,"5' 10""",170 lbs.,--,Orthodox,4-Sep-78,0.26,16%,2.7,43%,1.93,100%,25%,1.9
Roman Zentsov,The Russian Hammer,18.0,12.0,0,"6' 1""",230 lbs.,--,Orthodox,10-Sep-73,1.18,36%,0.53,70%,1.6,100%,33%,3.2,,,,,,,,,,,,,,,,,,,,left_only,18,12,0,"6' 1""",230 lbs.,--,Orthodox,10-Sep-73,1.18,36%,0.53,70%,1.6,100%,33%,3.2
Ron Fields,Killing,28.0,32.0,1,"6' 2""",200 lbs.,--,Orthodox,18-Nov-74,0.33,33%,2.64,11%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,28,32,1,"6' 2""",200 lbs.,--,Orthodox,18-Nov-74,0.33,33%,2.64,11%,0.0,0%,0%,0.0
Ron Henderson,!,4.0,3.0,0,"5' 10""",125 lbs.,--,,--,2.53,25%,3.6,48%,1.0,20%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,4,3,0,"5' 10""",125 lbs.,--,,--,2.53,25%,3.6,48%,1.0,20%,0%,0.0
Ron Keslar,!,11.0,9.0,0,--,185 lbs.,--,,--,0.0,0%,2.05,60%,0.0,0%,100%,7.7,,,,,,,,,,,,,,,,,,,,left_only,11,9,0,--,185 lbs.,--,,--,0.0,0%,2.05,60%,0.0,0%,100%,7.7
Ron Sparks,The Monster,8.0,3.0,0,"6' 5""",265 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,8,3,0,"6' 5""",265 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Ron van Clief,The Black Dragon,0.0,1.0,0,"5' 10""",190 lbs.,--,Orthodox,25-Jan-43,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,1,0,"5' 10""",190 lbs.,--,Orthodox,25-Jan-43,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Ronald Carillo,!,4.0,2.0,0,--,125 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,4,2,0,--,125 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Rongzhu,!,24.0,5.0,0,"5' 9""",155 lbs.,"72""",Orthodox,7-Mar-00,5.6,50%,6.36,45%,2.56,62%,87%,0.0,,,,,,,,,,,,,,,,,,,,left_only,24,5,0,"5' 9""",155 lbs.,"72""",Orthodox,7-Mar-00,5.6,50%,6.36,45%,2.56,62%,87%,0.0
Rony Sefo,!,0.0,2.0,0,"5' 9""",225 lbs.,--,Orthodox,--,0.0,0%,0.43,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,2,0,"5' 9""",225 lbs.,--,Orthodox,--,0.0,0%,0.43,0%,0.0,0%,0%,0.0
Rose Namajunas,Thug,12.0,6.0,0,"5' 5""",125 lbs.,"65""",Orthodox,29-Jun-92,3.68,40%,3.53,62%,1.49,48%,60%,0.6,,,,,,,,,,,,,,,,,,,,left_only,12,6,0,"5' 5""",125 lbs.,"65""",Orthodox,29-Jun-92,3.68,40%,3.53,62%,1.49,48%,60%,0.6
Roshaun Jones,!,2.0,6.0,0,"5' 8""",135 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,2,6,0,"5' 8""",135 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Ross Ebanez,The Boss,20.0,10.0,0 (3 NC),"5' 9""",154 lbs.,--,Southpaw,18-May-75,0.74,50%,0.74,62%,3.7,100%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,20,10,0 (3 NC),"5' 9""",154 lbs.,--,Southpaw,18-May-75,0.74,50%,0.74,62%,3.7,100%,0%,0.0
Roxanne Modafferi,The Happy Warrior,25.0,21.0,0,"5' 7""",125 lbs.,"69""",Orthodox,24-Sep-82,3.35,30%,5.7,51%,1.35,23%,30%,0.1,,,,,,,,,,,,,,,,,,,,left_only,25,21,0,"5' 7""",125 lbs.,"69""",Orthodox,24-Sep-82,3.35,30%,5.7,51%,1.35,23%,30%,0.1
Roy Boughton,Black Dynamite,14.0,8.0,0,"6' 0""",205 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,14,8,0,"6' 0""",205 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Roy Jones,!,7.0,5.0,0,--,205 lbs.,--,,26-Oct-83,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,5,0,--,205 lbs.,--,,26-Oct-83,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Roy Nelson,Big Country,22.0,14.0,0,"6' 0""",263 lbs.,"73""",Orthodox,20-Jun-76,2.18,36%,4.79,46%,1.14,27%,65%,0.1,,,,,,,,,,,,,,,,,,,,left_only,22,14,0,"6' 0""",263 lbs.,"73""",Orthodox,20-Jun-76,2.18,36%,4.79,46%,1.14,27%,65%,0.1
Royler Gracie,!,5.0,5.0,1,"5' 8""",150 lbs.,--,Southpaw,6-Dec-65,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,5,1,"5' 8""",150 lbs.,--,Southpaw,6-Dec-65,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Ruben Villareal,Warpath,22.0,28.0,3,"6' 4""",265 lbs.,--,Orthodox,1-May-70,5.18,53%,4.86,35%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,22,28,3,"6' 4""",265 lbs.,--,Orthodox,1-May-70,5.18,53%,4.86,35%,0.0,0%,0%,0.0
Rubens Xavier,Macula,5.0,3.0,0,"6' 3""",220 lbs.,--,Orthodox,--,0.77,42%,1.82,21%,2.1,40%,25%,1.1,,,,,,,,,,,,,,,,,,,,left_only,5,3,0,"6' 3""",220 lbs.,--,Orthodox,--,0.77,42%,1.82,21%,2.1,40%,25%,1.1
Rubin Williams,Mr Hollywood,0.0,1.0,0,"6' 1""",185 lbs.,--,Orthodox,9-Apr-76,0.0,0%,1.39,60%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,1,0,"6' 1""",185 lbs.,--,Orthodox,9-Apr-76,0.0,0%,1.39,60%,0.0,0%,0%,0.0
Rudy Bears,!,16.0,15.0,0,"5' 11""",170 lbs.,--,Southpaw,--,1.27,29%,2.53,50%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,16,15,0,"5' 11""",170 lbs.,--,Southpaw,--,1.27,29%,2.53,50%,0.0,0%,0%,0.0
Rudyard Moncayo,!,0.0,3.0,0,"5' 10""",195 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,3,0,"5' 10""",195 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Rulon Gardner,!,1.0,0.0,0,"6' 3""",265 lbs.,--,Orthodox,16-Aug-71,2.05,25%,1.45,60%,0.75,100%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,0,0,"6' 3""",265 lbs.,--,Orthodox,16-Aug-71,2.05,25%,1.45,60%,0.75,100%,100%,0.0
Russell Patrick,!,6.0,4.0,0,"5' 9""",145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,4,0,"5' 9""",145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Ryan Bastianelli,Relentless,6.0,7.0,0 (1 NC),"5' 5""",135 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,7,0 (1 NC),"5' 5""",135 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Ryan Diaz,!,13.0,14.0,0,--,145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,13,14,0,--,145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Ryan Gracie,!,5.0,2.0,0,"5' 9""",200 lbs.,--,Orthodox,14-Aug-74,0.82,61%,0.5,40%,2.83,75%,25%,0.9,,,,,,,,,,,,,,,,,,,,left_only,5,2,0,"5' 9""",200 lbs.,--,Orthodox,14-Aug-74,0.82,61%,0.5,40%,2.83,75%,25%,0.9
Ryan Hayes,!,7.0,6.0,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,6,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Ryan Healy,The Irish Assassin,25.0,14.0,1,"6' 1""",155 lbs.,--,Orthodox,20-Jul-83,1.67,35%,3.0,38%,3.0,50%,40%,1.0,,,,,,,,,,,,,,,,,,,,left_only,25,14,1,"6' 1""",155 lbs.,--,Orthodox,20-Jul-83,1.67,35%,3.0,38%,3.0,50%,40%,1.0
Ryan Keenan,!,6.0,2.0,0,"5' 10""",170 lbs.,--,,15-Jun-85,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,2,0,"5' 10""",170 lbs.,--,,15-Jun-85,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Ryan Larson,!,6.0,2.0,0,--,170 lbs.,--,,30-Dec-80,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,6,2,0,--,170 lbs.,--,,30-Dec-80,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Ryan McGillivray,The Kid,12.0,0.0,1,"5' 11""",170 lbs.,--,,27-Sep-86,1.27,20%,2.2,52%,0.0,0%,44%,0.0,,,,,,,,,,,,,,,,,,,,left_only,12,0,1,"5' 11""",170 lbs.,--,,27-Sep-86,1.27,20%,2.2,52%,0.0,0%,44%,0.0
Ryan McGivern,!,13.0,7.0,0,"6' 0""",185 lbs.,--,Orthodox,17-Jan-80,2.22,29%,2.22,57%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,13,7,0,"6' 0""",185 lbs.,--,Orthodox,17-Jan-80,2.22,29%,2.22,57%,0.0,0%,0%,0.0
Ryan Quinn,!,13.0,7.0,1,"5' 8""",145 lbs.,--,,--,2.31,41%,1.67,48%,0.0,0%,0%,1.9,,,,,,,,,,,,,,,,,,,,left_only,13,7,1,"5' 8""",145 lbs.,--,,--,2.31,41%,1.67,48%,0.0,0%,0%,1.9
Ryan Roberts,!,21.0,12.0,1 (1 NC),"5' 6""",155 lbs.,--,Orthodox,16-Jul-78,0.0,0%,22.5,45%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,21,12,1 (1 NC),"5' 6""",155 lbs.,--,Orthodox,16-Jul-78,0.0,0%,22.5,45%,0.0,0%,0%,0.0
Ryan Stonitsch,!,8.0,1.0,0,"5' 9""",170 lbs.,--,Southpaw,3-Feb-77,2.53,36%,2.53,71%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,8,1,0,"5' 9""",170 lbs.,--,Southpaw,3-Feb-77,2.53,36%,2.53,71%,0.0,0%,0%,0.0
Ryan Tobar,!,3.0,3.0,0,--,155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,3,3,0,--,155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Ryo Kawamura,!,18.0,9.0,4,"5' 11""",205 lbs.,--,Orthodox,29-Jun-81,0.6,16%,3.93,39%,0.0,0%,6%,0.0,,,,,,,,,,,,,,,,,,,,left_only,18,9,4,"5' 11""",205 lbs.,--,Orthodox,29-Jun-81,0.6,16%,3.93,39%,0.0,0%,6%,0.0
Ryuichi Murata,!,8.0,3.0,1,"5' 8""",183 lbs.,--,Orthodox,--,0.84,36%,1.89,50%,4.74,50%,100%,3.2,,,,,,,,,,,,,,,,,,,,left_only,8,3,1,"5' 8""",183 lbs.,--,Orthodox,--,0.84,36%,1.89,50%,4.74,50%,100%,3.2
Ryuki Ueyama,!,12.0,18.0,5 (1 NC),"5' 11""",180 lbs.,--,Southpaw,17-Apr-76,0.13,21%,1.4,46%,0.5,100%,0%,1.5,,,,,,,,,,,,,,,,,,,,left_only,12,18,5 (1 NC),"5' 11""",180 lbs.,--,Southpaw,17-Apr-76,0.13,21%,1.4,46%,0.5,100%,0%,1.5
Ryuta Sakurai,!,24.0,24.0,6,"5' 7""",183 lbs.,--,Orthodox,--,1.8,48%,3.44,58%,0.52,100%,36%,1.6,,,,,,,,,,,,,,,,,,,,left_only,24,24,6,"5' 7""",183 lbs.,--,Orthodox,--,1.8,48%,3.44,58%,0.52,100%,36%,1.6
Saad Awad,Assassin,20.0,9.0,0,"5' 11""",155 lbs.,--,,7-Jun-83,2.13,26%,1.87,60%,0.5,16%,100%,0.5,,,,,,,,,,,,,,,,,,,,left_only,20,9,0,"5' 11""",155 lbs.,--,,7-Jun-83,2.13,26%,1.87,60%,0.5,16%,100%,0.5
Sage Northcutt,Super,11.0,2.0,0,"6' 0""",170 lbs.,"71""",Orthodox,1-Mar-96,3.58,52%,1.96,58%,1.81,34%,41%,0.6,,,,,,,,,,,,,,,,,,,,left_only,11,2,0,"6' 0""",170 lbs.,"71""",Orthodox,1-Mar-96,3.58,52%,1.96,58%,1.81,34%,41%,0.6
Sai Wang,The Fire Kylin,20.0,6.0,1,"6' 0""",170 lbs.,--,Southpaw,14-Jan-86,3.17,46%,2.27,53%,0.0,0%,77%,0.0,,,,,,,,,,,,,,,,,,,,left_only,20,6,1,"6' 0""",170 lbs.,--,Southpaw,14-Jan-86,3.17,46%,2.27,53%,0.0,0%,77%,0.0
Salvador Becerra,!,5.0,2.0,0,"5' 9""",155 lbs.,--,,--,4.57,31%,3.83,58%,0.0,0%,66%,0.0,,,,,,,,,,,,,,,,,,,,left_only,5,2,0,"5' 9""",155 lbs.,--,,--,4.57,31%,3.83,58%,0.0,0%,66%,0.0
Salvador Woods,!,8.0,17.0,0,"5' 11""",170 lbs.,--,,5-Feb-85,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,8,17,0,"5' 11""",170 lbs.,--,,5-Feb-85,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Sam Greco,!,3.0,1.0,1,"6' 2""",205 lbs.,--,Orthodox,3-May-67,2.4,75%,1.33,53%,0.0,0%,25%,1.0,,,,,,,,,,,,,,,,,,,,left_only,3,1,1,"6' 2""",205 lbs.,--,Orthodox,3-May-67,2.4,75%,1.33,53%,0.0,0%,25%,1.0
Sam Liera,!,12.0,10.0,0,--,--,--,,--,0.82,60%,7.36,51%,0.0,0%,66%,0.0,,,,,,,,,,,,,,,,,,,,left_only,12,10,0,--,--,--,,--,0.82,60%,7.36,51%,0.0,0%,66%,0.0
Sam Oropeza,!,13.0,3.0,0,"6' 2""",170 lbs.,--,,--,7.68,56%,1.44,70%,3.6,33%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,13,3,0,"6' 2""",170 lbs.,--,,--,7.68,56%,1.44,70%,3.6,33%,100%,0.0
Sam Spengler,The Ram,9.0,5.0,0,"5' 11""",185 lbs.,--,Orthodox,--,3.27,62%,3.27,54%,1.75,11%,75%,1.8,,,,,,,,,,,,,,,,,,,,left_only,9,5,0,"5' 11""",185 lbs.,--,Orthodox,--,3.27,62%,3.27,54%,1.75,11%,75%,1.8
Sam Watford,!,2.0,2.0,0,--,155 lbs.,--,,--,0.13,18%,0.73,62%,2.0,40%,60%,1.0,,,,,,,,,,,,,,,,,,,,left_only,2,2,0,--,155 lbs.,--,,--,0.13,18%,0.73,62%,2.0,40%,60%,1.0
Samandar Murodov,!,8.0,0.0,0,"6' 1""",170 lbs.,"75""",Orthodox,28-Aug-99,3.41,80%,0.8,0%,3.01,100%,0%,3.0,,,,,,,,,,,,,,,,,,,,left_only,8,0,0,"6' 1""",170 lbs.,"75""",Orthodox,28-Aug-99,3.41,80%,0.8,0%,3.01,100%,0%,3.0
Sammy Morgan,The Squeeze,18.0,12.0,0,"5' 10""",170 lbs.,--,Orthodox,28-Sep-81,1.05,22%,3.74,40%,1.43,20%,0%,0.5,,,,,,,,,,,,,,,,,,,,left_only,18,12,0,"5' 10""",170 lbs.,--,Orthodox,28-Sep-81,1.05,22%,3.74,40%,1.43,20%,0%,0.5
Sanae Kikuta,!,31.0,9.0,3 (1 NC),"5' 9""",200 lbs.,--,Orthodox,10-Sep-71,0.7,45%,0.9,52%,1.6,63%,25%,1.8,,,,,,,,,,,,,,,,,,,,left_only,31,9,3 (1 NC),"5' 9""",200 lbs.,--,Orthodox,10-Sep-71,0.7,45%,0.9,52%,1.6,63%,25%,1.8
Sanford Alton Meeks,!,1.0,1.0,0,"6' 5""",265 lbs.,"75""",Orthodox,5-Apr-94,0.71,42%,4.47,38%,7.06,25%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,1,0,"6' 5""",265 lbs.,"75""",Orthodox,5-Apr-94,0.71,42%,4.47,38%,7.06,25%,0%,0.0
SangHoon Yoo,Assassin,8.0,2.0,0,"6' 0""",170 lbs.,"74""",Orthodox,18-Jan-90,4.83,65%,6.11,40%,0.53,100%,69%,0.5,,,,,,,,,,,,,,,,,,,,left_only,8,2,0,"6' 0""",170 lbs.,"74""",Orthodox,18-Jan-90,4.83,65%,6.11,40%,0.53,100%,69%,0.5
SangWon Kim,No Problem,10.0,6.0,1,"5' 9""",145 lbs.,"69""",Orthodox,1-Sep-93,3.18,57%,3.73,58%,0.69,25%,72%,0.0,,,,,,,,,,,,,,,,,,,,left_only,10,6,1,"5' 9""",145 lbs.,"69""",Orthodox,1-Sep-93,3.18,57%,3.73,58%,0.69,25%,72%,0.0
Sarah Dalelio,The Monster,11.0,7.0,0,"5' 7""",145 lbs.,--,,13-Dec-80,2.4,33%,0.0,100%,0.0,0%,100%,0.0,,,,,,,,,,,,,,,,,,,,left_only,11,7,0,"5' 7""",145 lbs.,--,,13-Dec-80,2.4,33%,0.0,100%,0.0,0%,100%,0.0
Sarah Moras,Cheesecake,6.0,8.0,0,"5' 7""",135 lbs.,"67""",Orthodox,30-Apr-88,2.28,34%,3.58,50%,0.67,21%,33%,0.8,,,,,,,,,,,,,,,,,,,,left_only,6,8,0,"5' 7""",135 lbs.,"67""",Orthodox,30-Apr-88,2.28,34%,3.58,50%,0.67,21%,33%,0.8
Sarah Payant,Soulja,1.0,4.0,0,"5' 4""",115 lbs.,--,,--,0.29,16%,2.06,30%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,1,4,0,"5' 4""",115 lbs.,--,,--,0.29,16%,2.06,30%,0.0,0%,0%,0.0
Satoru Kitaoka,!,40.0,14.0,9,"5' 6""",154 lbs.,--,,4-Feb-80,0.68,33%,2.15,45%,0.62,10%,27%,2.1,,,,,,,,,,,,,,,,,,,,left_only,40,14,9,"5' 6""",154 lbs.,--,,4-Feb-80,0.68,33%,2.15,45%,0.62,10%,27%,2.1
Satoshi Ishii,!,15.0,8.0,1,"5' 11""",240 lbs.,--,Orthodox,19-Dec-86,1.41,36%,1.58,63%,3.47,52%,100%,1.6,,,,,,,,,,,,,,,,,,,,left_only,15,8,1,"5' 11""",240 lbs.,--,Orthodox,19-Dec-86,1.41,36%,1.58,63%,3.47,52%,100%,1.6
Saul Elizondo,!,6.0,8.0,0,"5' 7""",135 lbs.,--,,17-Jul-85,2.07,30%,4.93,48%,2.0,100%,66%,1.0,,,,,,,,,,,,,,,,,,,,left_only,6,8,0,"5' 7""",135 lbs.,--,,17-Jul-85,2.07,30%,4.93,48%,2.0,100%,66%,1.0
Scott Bills,!,7.0,9.0,1,"5' 10""",170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,7,9,1,"5' 10""",170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
Scott Carson,!,4.0,2.0,0,"6' 2""",215 lbs.,--,,--,0.62,66%,6.22,23%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,4,2,0,"6' 2""",215 lbs.,--,,--,0.62,66%,6.22,23%,0.0,0%,0%,0.0
Scott Ettling,!,4.0,2.0,0,--,135 lbs.,--,,--,0.0,0%,0.54,83%,8.04,100%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,4,2,0,--,135 lbs.,--,,--,0.0,0%,0.54,83%,8.04,100%,0%,0.0
Scott Fiedler,!,0.0,1.0,0,"6' 4""",235 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,,,,,,,,,,,,,,,,,,,,left_only,0,1,0,"6' 4""",235 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
